platform,liked_count,ip_location,time,content,judge,summary,stance1,stance2,stance3,stance4,stance5
bili,189,湖南,2023-11-13,因为明星的高档小区和小别墅附近不可能有流浪狗和流浪猫，只有体验过才能感同身受。人家都不是和普通老百姓一个阶级的，你能指望让他们共情吗？,无关, 流浪狗是社会问题,0.7463010946909586,0.7646435896555582,0.6422138214111328,0.6572672526041666,0.4897077878316243
bili,23,广东,2023-11-14,流浪动物实际上是与人的财产产生了冲突，流浪猫狗谁来养，钱谁来出，行为后果谁来负责，我们有我们热爱保护的动物，因为它们在我们预算已经价值考量之内，流浪猫狗完全就是无价值的额外支出，除了给你们满足一下自己的泛滥心以外，国家没有任何理由为了满足你们去额外支出这笔花费，真看不下去了，在网上呼吁再多不如自己收养一条来得实在，如果连这点都做不到的话就不要去否认维护秩序者做出的决策,有关, 流浪狗是额外支出，国家没有义务去维护,0.5454153219858805,0.5593212842941284,0.5623025894165039,0.6036256551742554,0.5649496714274088
bili,7,广东,2023-11-14,处理方式就是发现的流浪狗和流浪猫都给你送去给你养，记得结一下运费，或者是找人送过去，记得付一下别人车费,有关, 把流浪狗送去给人养,0.6855133374532064,0.7173550923665365,0.5614886283874512,0.5885590314865112,0.44594407081604
bili,9,江苏,2023-11-14,"这就是人类社会的基本逻辑啊。法律约束的保护的从来都只有人，没有动物。动物能受到法律保护的前提就是成为人类的财产。宠物是个人的财产，国家级保护动物是国家的财产。
法律不保护动物，我国几千年来的传统道德文化也没有保护动物这一说法。孟子曰：见其生不忍见其死，闻其声不忍食其肉，是以君子远庖厨也。看见它活着的样子就不忍心看他死去，听过它的声音就忍心再去吃他的肉。如果只看这前两句，似乎和国外的动保有点相似，但是最后一句君子远庖厨，这就是孟子的解决手段，让我不吃肉肯定不可能，但是又不忍心，那就不看不听，离厨子远点就好了。所以，有时候你的爱心只不过是出于对于生命的尊重。真不忍心，我觉得孟子的做法比较好，不看不听，以后再遇到扑杀流浪狗的视频建议直接点不喜欢，让大数据别给你推送了。",有关, 法律不保护动物,0.5754524072011312,0.5283947785695394,0.6012005011240641,0.5846242109934489,0.6237185796101888
bili,294,广东,2023-11-14,"这个up的观点有意思。
非常理性却不失文明。
热爱动物，保护动物，与处理流浪且泛滥的动物，好像不冲突吧",有关, 理性,0.2480679750442505,0.2942182620366414,0.5847740173339844,0.5488853454589844,0.6020153363545736
bili,64,山东,2023-11-14,明星们是很聪明的他们说不能捕杀流浪猫狗，会有人不同意、争辩，但永远不会犯众怒被骂，还能顺便白圈一波粉;说该捕杀流浪猫狗不该爱心泛滥巴拉巴拉，怎么说也会有一大批不理性的骂他们，还可能被心怀叵测的人当成话柄无脑搞,有关, 明星们很聪明,0.0936793237924575,0.0985987981160481,0.4641969203948974,0.4664754470189412,0.4987869660059611
bili,150,广东,2023-11-14,明星会说什么话取决于他们的粉丝都是什么人,无关, 明星会说什么话取决于他们的粉丝都是什么人,0.1342842976252238,0.1463456948598226,0.4562637011210124,0.45161767800649,0.4558733701705932
bili,34,广东,2023-11-14,其实早就有了很多简洁的说法，比如说，看不下去你就养。法律保护的只有人或者人的财产。我看过太多有从法律出发的评论，但是没人在意，他们只会把人等同于流浪猫狗，一边呼吁生命平等一边吃着鸡鸭牛羊,有关, 法律保护的只有人或者人的财产,0.2757205367088318,0.3129188617070516,0.5063074429829916,0.5086683034896851,0.6645982265472412
bili,72,陕西,2023-11-14,第一次听到关于这个话题的比较明晰的法律道德观点,无关, 第一次听到关于这个话题的比较明晰的法律道德观点,0.1909882426261901,0.2338407437006632,0.55760391553243,0.5304667154947916,0.5151544014612833
bili,8,广东,2023-11-17,这有啥，恨狗人士还喜欢把狗和自己的爹相提并论呢，看到人家对狗好点就一口一个狗爹的叫,有关, 恨狗人士还喜欢把狗和自己的爹相提并论,0.5513104597727457,0.52083420753479,0.5572996934254965,0.6165910561879476,0.4577571153640747
bili,92,韩国,2023-11-14,《把流浪汉也捕杀了吧，应该也没产权》，看到这个弹幕的时候我是震惊的，确实是什么人都能上网了。也可能有些人就是喜欢把人和动物相提并论,有关, 把流浪汉也捕杀了吧，应该也没产权,0.3925862312316894,0.3243066867192586,0.4554196993509928,0.4713748296101888,0.510145902633667
bili,7,江苏,2023-11-13,这些东西短期学不来的，是知识底蕴在支撑。,无关, 知识底蕴,0.1824947794278462,0.2497087518374125,0.5660715500513712,0.5835793415705363,0.6041618982950846
bili,15,广西,2023-11-13,要有逻辑，有知识储备，有见识，这不是短期掌握的,无关, 要有逻辑，有知识储备，有见识,0.1293092966079712,0.0968075394630432,0.4719223976135254,0.4357544183731079,0.459939956665039
bili,236,陕西,2023-11-13,比起知识，我更想学文案编辑和口才,无关, 【流浪狗】,0.7687435944875082,0.8085508346557617,0.6567352612813314,0.6531105836232504,0.5020678043365479
bili,7,江苏,2023-11-14,优秀，警察只是执行本职工作，应该感谢纳税人才对,无关, 警察只是执行本职工作，应该感谢纳税人才对,0.3100151220957438,0.3807187080383301,0.5606426397959391,0.5638359387715658,0.5649782021840414
bili,9,广东,2023-11-14,"杀人犯杀的是公民，个人没有剥夺他人生命的权力。
军人杀的是敌人，如果不要杀了他们，他们下一个要杀的可能就是你。
这是两个完全不同的概念好吧。
无论是搜救犬还是，宠物犬，本质都是工具，是人的财产。
搜救犬是救援人员用来满足救人需求的工具，宠物犬是主人用来满足自己情感需求的工具。
你那人和工具比？
杀人犯再怎么该死，他的权力也比狗高好吧，因为杀人犯在法律上是人，人权高于动物权。",无关, - 人权高于动物权,0.3526032368342082,0.3533329963684082,0.5651122728983561,0.5783934593200684,0.71702774365743
bili,9,贵州,2023-11-15,这片土地上并没有很多人有纳税人意识，或许他们也不知道自己在被征收高额的税负,无关, 没有纳税人意识,0.2264906962712606,0.2381196816762288,0.4870527585347493,0.509168783823649,0.5947830677032471
bili,153,重庆,2023-11-14,搜救犬救人本质上是警察、解放军救人、搜救犬只是救人的工具，让搜救犬具备救人功能的是训犬师。所以该感谢警察、解放军、训犬师,无关, 搜救犬救人本质上是警察、解放军救人、搜救犬只是救人的工具,0.5545855363210043,0.5646195014317831,0.6148459911346436,0.6689178148905436,0.5788013537724813
bili,12,天津,2023-11-15,你释放的爱心如果没有负责到底，那就是最大的伤害,有关, 爱心需要负责,0.336109717686971,0.4333782990773518,0.602319081624349,0.6320923566818237,0.5849054654439291
bili,19,广东,2023-11-17,和尚也是这么想的，他们见不得杀生，但他们从不干涉别人杀生，也不会骂吃肉的人没爱心、没道德。因为这本就跟爱心和道德没关系，因为爱心和道德是人对人的，不是对牲畜的。不存在人对牲畜的爱心和道德,无关, 流浪狗伤人，应该打死,0.7322711944580078,0.6126800775527954,0.5577653249104818,0.6122031211853027,0.4335207939147949
bili,8,福建,2023-11-18,"君子远庖厨，但没说君子不吃饭啊？
你看不下捕杀很正常，人都有恻隐之心。
但你发声阻扰就是蠢了",无关, 君子远庖厨，但没说君子不吃饭啊？,0.2182387510935465,0.1899902025858561,0.4491636753082275,0.4788167874018351,0.4632863203684489
bili,44,江苏,2023-11-14,"人是复杂的，对我来说感性上，不愿意流浪猫狗受伤害见到有食物都会投喂，理性上，我知道如果人人都去喂食不管控，那它会越来越多，总有撑爆的一天。
所以我觉得对于个人，最好的做法就是，平时可以释放自己的爱心，恶人政府来做，然后少bb。",有关, 个人应该释放爱心，但政府应该负责管理。,0.2251568635304769,0.2588172753651936,0.4992607831954956,0.5155762434005737,0.5028700828552246
bili,19,云南,2023-11-14,经济学最大的漏洞，就是假设理性自然人。,无关, 经济学最大的漏洞，就是假设理性自然人。,0.1978436311086019,0.2550409038861592,0.4816873470942179,0.506970485051473,0.5160597165425619
bili,9,四川,2023-11-14,经济学中的理性人假设是绝对理性，一切以收益或者说效用为导向，但现实中人是复杂的，这个假设是极难成立的，因此产生了行为经济学这个学科,无关, 经济学中的理性人假设是绝对理性,0.0828810483217239,0.0911215245723724,0.3830099900563558,0.3945171038309733,0.4494960308074951
bili,32,湖北,2023-11-14,经济学逻辑的确很简洁明了！不过经济学逻辑是有漏洞的。,无关, 经济学逻辑有漏洞。,0.1961352427800496,0.2446021636327107,0.5259786446889242,0.5277369817097982,0.4968067804972331
bili,123,湖南,2023-11-14,"我感觉重点不在杀不杀流浪狗，因为按视频说法，那么宠物狗就是人的所有物，那么当然可以随主人心意处置，而如今大量流浪狗产生的原因也恰恰是这个想法（觉得可爱就养了，腻了直接扔）。
我很支持up主视频后面的说法，因为要解决这个问题，要么立法对养宠物进行一些限制，要么就让人改变想法。而现在关于人的法律还有一大堆的问题，所以我感觉立法至少现在是不太可行的。这样一看也就呼吁大家爱护小动物，让大家自觉保护，让公德进行约束，比较靠谱了。",有关,- 立法对养宠物进行限制； - 让人改变想法； - 呼吁大家爱护小动物； - 让公德进行约束。,0.5681578715642294,0.5413790543874105,0.7176829973856608,0.683215856552124,0.6257037321726481
bili,11,江苏,2023-11-14,主要产权这个词生活中可能有点不常见换成所有权会直白一点，宠物本质上是人所拥有的东西,无关, 主要产权这个词生活中可能有点不常见换成所有权会直白一点,0.2212117115656534,0.2556733687718709,0.5220768849054972,0.5342890024185181,0.5927178064982096
bili,16,福建,2023-11-14,因为猫狗扯不上人权，只有产权,无关, 因为猫狗扯不上人权，只有产权,0.3314427534739176,0.3325323065121968,0.4186815023422241,0.4589047034581502,0.5274262030919393
bili,8,广东,2023-11-14,没有主人的猫狗，就是没有保护法保护的野生动物，我没说错吧,有关, 没有主人=野生动物,0.4100160996119181,0.3862998485565185,0.4699709415435791,0.5048762162526449,0.5332225958506266
bili,51,重庆,2023-11-14,宠物没有的权利，本质上就是人的财产，你把别人的衣服刮破了要赔钱和你把别人养的宠物弄伤了要赔钱是一个意思,有关, 宠物没有权利,0.4711831410725911,0.4702191352844238,0.5370412270228068,0.5601521333058676,0.6529242992401123
bili,8,江苏,2023-11-14,可是产权本来就是法律概念啊……国家之间是没有法律的，就算有那约束力也有限。你得承认，在一个法治国家，一件东西是可以属于一个人的,无关, 产权是法律概念,0.1715840895970662,0.1865410010019938,0.5024877389272054,0.4673370520273844,0.5611895720163981
bili,6,广东,2023-11-15,产权不存在，你去抢别人的手机，毁坏别人的车，看你要不要赔,无关, 没有产权，可以随意破坏,0.3165113131205241,0.2479045192400614,0.4540274143218994,0.4705591996510823,0.570918877919515
bili,45,广东,2023-11-14,总体上说的是没问题的，但是感觉有点硬往产权上去引。,无关, 没有产权,0.2859292427698771,0.2712454994519551,0.5045471986134847,0.5032476584116617,0.6364614566167196
bili,8,北京,2023-11-14,为什么要重罚，产权可以抛弃，抛弃之后是无主物，随便怎么处置都可以,有关, 抛弃后无主物,0.3865917921066284,0.3496657212575276,0.4998589754104614,0.5281639099121094,0.552621046702067
bili,21,河南,2023-11-14,你抛弃产权的前提是你的抛弃行为不会侵害到 n 别人的合法权益和公共利益，抛弃产权是你的自由，但是这也是一个法律行为，实施法律行为也要在法律允许的范围内进行,无关, 你抛弃产权的前提是你的抛弃行为不会侵害到 n 别人的合法权益和公共利益,0.197408119837443,0.1213779648145039,0.3578293720881144,0.3775622049967448,0.4424589474995931
bili,8,河南,2023-11-14,因为你的抛弃行为损害他人和社会的权益 ，那么这个人就要为自己的抛弃行为承担民事法律责任,无关, 抛弃行为损害他人和社会的权益,0.3242167433102925,0.2641114791234334,0.4636964797973633,0.4849615494410197,0.5516626437505087
bili,7,江苏,2023-11-14,也有野生猫狗啊，又不是猫狗天生都是有主人的,有关, 流浪猫狗和流浪狗一样,0.5606923500696818,0.605846087137858,0.5354115962982178,0.5204693873723348,0.4044060309727986
bili,10,辽宁,2023-11-14,"重罚遗弃，你得先证明是遗弃。要证明是遗弃，就得证明宠物有主。证明的方法，就得在养的时候像给孩子落户口一样办证，买粮看病买玩具都得绑定猫狗证号。你愿意么？
假设愿意，那么你如何区分我是主动遗弃还是它们走丢了？猫狗死了我扔尸体算不算遗弃？大病不治导致死亡算不算遗弃？不喂食给饿死算不算遗弃？还要设个宠物法医做鉴定么？
如果遗弃就重罚，结果是大量社会资源被浪费。为了不被罚根本不办证，黑户猫狗遍地都是，惹了祸就扔，甚至自己弄死。",有关, - 重罚遗弃，你得先证明是遗弃。要证明是遗弃，就得证明宠物有主。证明的方法，就得在养的时候像给孩子落户口一样办证，买粮看病买玩具都得绑定猫狗证号。你愿意么？,0.4916180372238159,0.4874059756596883,0.6367413997650146,0.6452252070109049,0.5496708552042643
bili,9,四川,2023-11-14,野狗，野猫和流浪猫狗都不是一个物种，你要说那些流浪猫狗的后代那确实没有过主人，但是那归根结底还是因为人类弃养出来的,有关, 野狗，野猫和流浪猫狗都不是一个物种,0.5143469174702963,0.4877945979436238,0.4887771606445312,0.5282280842463175,0.4505988756815592
bili,242,山东,2023-11-14,流浪猫狗归根结底是人类弃养造的孽，应该严格管理，重罚遗弃宠物的人,有关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,13,江苏,2023-11-13,"但是人类社会就是以人为主。
你所说的狮子，熊猫人们不能养。是因为他的产权人是属于国家的。或者属于动物园的。
除人以外的所有生存都没有人权。
如果你觉得其他生物也有权力，是和人类平等的。
那么你吃猪肉的时候，就已经是犯了杀猪罪。你应该被抓起来。因为你无权吃其他生命。
所以别傻了，人类社会就是以人为主。人类就是这个社会的主体。这个社会一切东西都得为人类服务。",有关, - 人类社会以人为主,0.3600320021311442,0.4185528755187988,0.6212803920110067,0.6191303730010986,0.6592956781387329
bili,15,江苏,2023-11-13,"为什么单独见到流浪狗就得学会绕道？流浪狗的产生本来就不是自然产物，捕杀属于人为控制措施。人为产生，人为灭杀，合理。如果真的爱护流浪狗，那就应该像up说的，去给它找养主。
狮子大象熊猫不会有产权也不能捕杀，是因为第一它们是珍惜野生动物，第二它们在那里并不是人为造成的。",有关, - 流浪狗的产生不是自然产物，而是人为造成，所以可以被消灭。,0.6491833527882894,0.6090350151062012,0.5884073972702026,0.634958028793335,0.5402824878692627
bili,11,陕西,2023-11-13,你说这么多，还是不愿意给流浪猫狗一个家，就是说说而已,有关, 给流浪猫狗一个家,0.525860865910848,0.606604258219401,0.5087137619654337,0.5088114341100057,0.3902238210042317
bili,7,广东,2023-11-13,我是很同意up说的，我养了一只流浪猫，也在践行我的理念，我觉得我比起那些只会喊口号的人强多了，他们在自我感动，而我在脚踏实地,无关, 我觉得我比起那些只会喊口号的人强多了，他们在自我感动，而我在脚踏实地,0.3192684849103291,0.3338609536488851,0.5670584440231323,0.5696426232655843,0.5783115228017172
bili,12,广西,2023-11-13,"不是字多就是对，有人享受了宠物带来的情绪价值，但是并不想承担宠物带来责任。
如：半夜发情吵闹捕猎嘶吼影响休息，不小心抓伤人或者咬伤（不要说什么你不惹它怎么针对你这废话，看到比自己弱小的事物自动进入捕猎模式），几百上千的疫苗费用，排泄物处理，气味清理，意外事故户体处理，怎么处理？这些谁承担？",有关, 1. 有人享受了宠物带来的情绪价值，但不想承担宠物带来的责任。,0.3930693070093791,0.4319819211959839,0.5129088958104452,0.5612733364105225,0.497939387957255
bili,6,辽宁,2023-11-13,要是大象和流浪猫狗一样多你看杀不杀，前一阵还有悬赏泛滥野猪的新闻,有关, 流浪狗数量太多,0.6785643895467123,0.723906675974528,0.6200066407521566,0.6272975206375122,0.4717142581939697
bili,8,河南,2023-11-13,"谁去教流浪狗离人远点儿？教育费谁出？你出吗？
谁去给狗打疫苗？疫苗费谁出？你出吗？
农村野狗多，众所周知，狗从狼驯化而来，有真正意义上的野狗？城市里的还是乡下来的？有数据吗？
你能够保证流浪狗百分百不伤人吗？你能现在就拿出一套成本更低的维护方案吗？说的好听，设立救护站，那谁出钱造救护站？谁出力管救护站？员工的工资谁来掏？政府的钱来自人民纳的税，你不能拿我们纳的税给那些养狗的买单，up说得对，自由的边界是别人的自由，你的爱心泛滥就要挤压别人的自由空间，但人跟其他动物来讲，永远都是人权第一，而且我们也没有任何理由为他们的不义之为买单。
你可以不赞同捕杀流浪动物，但是当下来讲，没有任何正当理由能让其停止。
这就是现有的最好解决办法。
还有很多人不需要宠物，他们为什么要去领养，去徒增负担？领养也只是养狗的人自产自销罢了，但狗每天都在生小狗，那这些流浪狗又要等到何时才能被完全领养呢？幻想的解决方案，那是脱离实际的，只会让你与现实背道而驰，这并不能解决现实的问题。",有关, - 谁去教流浪狗离人远点儿？教育费谁出？你出吗？  - 谁去给狗打疫苗？疫苗费谁出？你出吗？  - 农村野狗多，众所周知，狗从狼驯化而来，有真正意义上的野狗？城市里的还是乡下来的？有数据吗？  - 你能够保证流浪狗百分百不伤人吗？你能现在就拿出一套成本更低的维护方案吗？ ,0.6957602500915527,0.6949154535929362,0.6785282293955485,0.6968667507171631,0.5693435668945312
bili,43,广东,2023-11-13,怎么说呢，人是大自然的其中一部分，我们人不可能拥有大自然的所有权。。。。我不能因为有钱，甚至有爱心就可以有狮子老虎大熊猫的产权。。而人之所以为人，除了能够生产工具，具有一定思考，更重要是拥有丰富的感情。和谐社会不是一味的驱赶和捕杀。大象过境会踩踏我们种的粮食，但我们只能警示告诫他们绕道，或者给农作物做好保护，而不是去捕杀大象。。。碰到流浪狗，我们人（是指所有人，更特指以我们人作为代表的政府部门）应该驱赶他们不要在人们生活圈生活；如果它们要共存，就必须注射疫苗，甚至和人类建立基本的沟通或者共识。共识的意思不单单指动物，还包括人类。明知道有狗在吃东西就不要去试探他会不会护食会不会咬我，单独见到流浪狗就学会绕道，别去挑战谁跑得快或者谁打架厉害。而不是一味去捕杀流浪狗。因为不是所有流浪狗都会攻击人类的。同样道理，未犯罪的人不能视为潜在犯人，更不能说你犯罪未遂。,有关, 流浪狗也是生命，不能随意捕杀,0.7763636906941732,0.7501841386159261,0.6077224016189575,0.6287643114725748,0.4862119754155476
bili,124,江苏,2023-11-13,明星的话，那么大的资产，开个流浪猫狗收容所很简单吧？他们为什么不做？,有关, 明星应该做流浪动物收容所,0.4898415406545003,0.5447794198989868,0.6154798269271851,0.6013097365697225,0.569727341334025
bili,13,陕西,2023-11-21,做了又咋了？做了就可以道德绑架其他人了？子贡赎人的故事听过没有？你可以不要奖励，但这不是你要求其他人不要奖励的理由,无关, 做了又咋了？做了就可以道德绑架其他人了？,0.2214237054189046,0.1915677984555562,0.4564316272735595,0.4928945700327555,0.503797690073649
bili,70,四川,2023-11-14,又不花钱，又能凸显自己爱心的事，何乐而不为呢？,无关, 爱心,0.3922498226165771,0.477399468421936,0.6230870882670084,0.6202925046284994,0.6363865931828817
bili,11,河北,2023-10-24,死道友不死贫道了属于是,无关, 死道友不死贫道了属于是,0.3224303722381592,0.324970543384552,0.5230963230133057,0.5335598786671957,0.5184292793273926
bili,24,山东,2023-10-24,希望他的家人能在这100多例中,无关, 希望他的家人能在这100多例中,0.3481491406758626,0.3882259527842204,0.621786912282308,0.6262687842051188,0.620870312054952
bili,16,广东,2023-10-24,网左这种人慷他人之慨罢了，别人死活与他无关，但通过发言彰显他的道德就显得尤为重要，哪怕伤害到别人的利益。,无关, 网左慷他人之慨,0.1817904512087504,0.2111595074335734,0.4566126664479573,0.4594833056131999,0.4927237033843994
bili,6,浙江,2023-10-29,他家出个10例该多好，他就知道10例也不少了,无关, 希望有更多的人被咬,0.4244573513666789,0.3967282772064209,0.5391944249471029,0.5598310629526774,0.4730797211329142
bili,274,广东,2023-10-24,一百多例已经很低了，哈哈哈哈哈，为啥他那么确信这一百多例里不可能会出现自己或自己家人？,无关, 1. 认为流浪狗数量少。,0.6454490025838217,0.6743268966674805,0.6163424650828043,0.6258417765299479,0.5369085470835367
bili,12,日本,2023-10-28,欧洲很多国家都要植芯片,无关, 欧洲很多国家都要植芯片,0.2386371890703837,0.2455520629882812,0.5217143694559733,0.5307564735412598,0.5077064832051595
bili,8,日本,2023-10-28,植入芯片花的是狗主人的钱啊，为啥要纳税人付,无关, 植入芯片花的是狗主人的钱啊，为啥要纳税人付,0.4215737581253052,0.47459610303243,0.527376651763916,0.6065772374471029,0.5163399378458658
bili,296,黑龙江,2023-10-24,以前户的很多言论我都不敢苟同，但是这期真的太对了,无关, 以前户的很多言论我都不敢苟同，但是这期真的太对了,0.2180345058441162,0.2423315445582071,0.5436834096908569,0.5610597133636475,0.5487561225891113
bili,27,浙江,2023-10-24,其实狗不想养了，丢了不如直接卖给狗肉馆，为啥大部分人选择丢了而不是卖狗肉馆，是因为伪善，明明不想要了，也不愿意承担杀害狗狗的罪名，自欺欺人狗狗流浪也能过好，也可能会遇到好心人，但是如果流浪狗会被直接捕杀，那丢狗和直接杀狗或者卖到狗肉馆，根本没有区别，可能会让丢狗的人更慎重一点,有关, 大部分人不愿承担杀害狗狗的罪名,0.6872042020161947,0.6471157868703207,0.5938576062520345,0.6841958363850912,0.5421242713928223
bili,6,贵州,2023-10-24,有一个前提，扑杀流浪狗是为了所有人的安全，所以说用公共财政支出那是完全正确的行为。但是如果官方搞一大套流程和系统，什么捕捉领养，集体饲养流浪狗只会消耗更多的公共财政支出。可是这只是为了满足一小撮人的喜好而已，而不是为了所有人的利益。当然了。如果广大爱狗人士愿意联系人大通过议案，自然就不存在这方面的问题了,有关, 用公共财政支出扑杀流浪狗是正确的,0.6315173308054606,0.5440240701039633,0.6052455902099609,0.6142635742823283,0.5178244113922119
bili,132,山西,2023-10-24,如果不健全宠物领养相关的法律，流浪动物永远捕杀不完。比如我大学期间，朋友的舍友养狗养猫，毕业之后就扔了，还要装作很负责的样子，网上找人领养，说要好好对它,有关, 健全宠物领养法律,0.5220779577891032,0.5393717288970947,0.7269627253214518,0.6637566486994425,0.5838088194529215
bili,129,江苏,2023-10-24,不严惩遗弃宠物的行为的话，沙再多、领养再多都只能暂时缓解啊,有关, 惩罚遗弃宠物,0.6705315113067627,0.5698886712392172,0.6334211031595866,0.6688313484191895,0.5464685360590616
bili,101,福建,2023-10-24,中国打了全世界最多的狂犬疫苗，每年还有100多例。真可怕。,有关, 中国打了全世界最多的狂犬疫苗,0.2201353708902994,0.2209648688634236,0.4573132594426473,0.5008736848831177,0.4156171878178914
