comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,last_modify_ts,liked_count,senta,senta_prob
652fda830000000021007c53,1697634947000,湖北,652fc233000000001e02bf15,最后指屏幕的时候带入了，好像在告诫我，没有能力不要生孩子[皱眉R],5d96ab7f0000000001000ee7,snow,https://sns-avatar-qc.xhscdn.com/avatar/643412545f098f6d8cb7f059.jpg?imageView2/2/w/120/format/jpg,7,1702997284551,54,负向,-0.9402549769508326
65355f0f000000001c028ce3,1697996559000,广东,6534add20000000020002a38,最后几句说到点子上,5b67ed68e8ac2b55953cfcfc,一只拒绝随波逐流的长脖猪,https://sns-avatar-qc.xhscdn.com/avatar/5b67ed68e8ac2b55953cfcfc.jpg?imageView2/2/w/120/format/jpg,0,1702997252698,52,正向,0.8577345636631186
65355395000000001b03144f,1697993621000,浙江,6534add20000000020002a38,我自己也养狗，很赞同你的观点！！,59f84da0b1da14223d66ac45,白茶虎,https://sns-avatar-qc.xhscdn.com/avatar/639480d58e80707d97396c3a.jpg?imageView2/2/w/120/format/jpg,0,1702997252699,45,正向,0.9984165113697188
65354c400000000023039e03,1697991744000,重庆,6534add20000000020002a38,乐嘉老师说得太棒了，支持您,629c4adc00000000210211d5,爱撒娇的小猫咪,https://sns-avatar-qc.xhscdn.com/avatar/629c4adc00000000210211d5.jpg?imageView2/2/w/120/format/jpg,0,1702997253436,38,正向,0.9999368199237324
652fec49000000001a01076f,1697639497000,上海,652fc233000000001e02bf15,说的对，养烈性犬应当备案，审核、考试合格后领养，否则按非法持有判刑,54e4b644e779895e5f65f474,刘小姐,https://sns-avatar-qc.xhscdn.com/avatar/5dcf89ebf31df200011f38f8.jpg?imageView2/2/w/120/format/jpg,3,1702997284445,33,正向,0.7163125863170876
65355484000000002100fb04,1697993860000,福建,6534add20000000020002a38,太对了[点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R],5ab7798b11be1047310d007d,喵呜～～,https://sns-avatar-qc.xhscdn.com/avatar/64b624b861e0b723edb22a96.jpg?imageView2/2/w/120/format/jpg,1,1702997253430,32,正向,0.9999275218287806
6530774a0000000021001827,1697675082000,广东,652fc233000000001e02bf15,对啊没有能力为什么要养 支持成都咬人事件狗主人判刑 ！严刑重法才能警示更多的人[微笑R],565140de82718c20741a9da9,砂锅炖豆腐,https://sns-avatar-qc.xhscdn.com/avatar/565140de82718c20741a9da9.jpg?imageView2/2/w/120/format/jpg,3,1702997283612,31,负向,-0.6986794432763617
652fc760000000001b0306b0,1697630048000,浙江,652fc233000000001e02bf15,德牧也是烈性犬？,5cf2266f000000001003f1f1,如风,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nqub8f3h06g5n7i4pnk7sfhs1mrce0?imageView2/2/w/120/format/jpg,45,1702997284532,30,负向,-0.9960022915240287
6530a38a0000000021012b4d,1697686410000,江苏,652fc233000000001e02bf15,有人就觉得“没有能力不要养”的“能力”是买粮食喂饱的能力[微笑R],5cafef540000000016028f57,百里失约,https://sns-avatar-qc.xhscdn.com/avatar/64ac2496ffc5e5302304821c.jpg?imageView2/2/w/120/format/jpg,1,1702997282942,29,负向,-0.9588909450936852
6530311f000000002402e877,1697657119000,福建,652fc233000000001e02bf15,马犬:“你才在发疯”,5b46e1dce8ac2b7f6c4e702a,ww,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30oele5e0i8004a72u2gtos1abdtadg0?imageView2/2/w/120/format/jpg,0,1702997284131,26,负向,-0.9994957486783916
653547e0000000001c02a08c,1697990624000,安徽,6534add20000000020002a38,乐老师说的太好了[点赞R][点赞R][点赞R][点赞R],63761c79000000001f01d7ad,老妖婆63763FD7,https://sns-avatar-qc.xhscdn.com/avatar/6448b70bc2729fae1a9bf189.jpg?imageView2/2/w/120/format/jpg,0,1702997253437,26,正向,0.999940455731803
65352977000000001903b385,1697982839000,广东,6534add20000000020002a38,每年精神病砍人不计其数，按照这个逻辑，建议全国每个小区入户排查精神病人，抓走,5b0464b14eacab381198a27b,纬纶single,https://sns-avatar-qc.xhscdn.com/avatar/630ba889c1d6589fe18c8ca0.jpg?imageView2/2/w/120/format/jpg,3,1702997253470,25,负向,-0.999550869807706
65354234000000001c03d296,1697989172000,新疆,6534add20000000020002a38,说的很好，乐嘉老师自己也养狗所以他能懂养狗的人,61fbd79400000000210224e0,lanlian,https://sns-avatar-qc.xhscdn.com/avatar/61fbd79400000000210224e0.jpg?imageView2/2/w/120/format/jpg,0,1702997253444,24,正向,0.9995459237669736
6530c76b00000000210082e6,1697695595000,辽宁,652fc233000000001e02bf15,“没有能力不要养”这句话真太对了，没有教育它的能力泰迪都不要养，啥狗到你手里都是炸弹[刀R],60ac6d9c0000000001003de1,铮铮,https://sns-avatar-qc.xhscdn.com/avatar/628b36bfab9cf9a7379a9fe3.jpg?imageView2/2/w/120/format/jpg,0,1702997282429,22,负向,-0.9998802578223476
6530aa770000000021004e45,1697688183000,江苏,652fc233000000001e02bf15,说得好！！！！！！！,5bc4875d6c297000015007a3,🐒。,https://sns-avatar-qc.xhscdn.com/avatar/5f998ce67a15a3000173d1a7.jpg?imageView2/2/w/120/format/jpg,1,1702997282841,21,正向,0.9717212120054696
653536d70000000020033dbb,1697986263000,广东,6534add20000000020002a38,非常同意👍谁错谁承担，不应该牵连无辜。犬只管理不应该无事闭眼，有事屠杀，这是懒政。让恨狗党和虐杀者狂欢，这是错误的社会风气。,625794b8000000002102306a,停止🤚虐杀,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2gh051bei605g5oiniis8cc3a7udj5c0?imageView2/2/w/120/format/jpg,0,1702997253461,20,负向,-0.999622201841639
6535266c000000001b031714,1697982060000,四川,6534add20000000020002a38,太对了！！！一刀切的手段一点都不是一个文明城市应该有的做法,62d95021000000001501c5a5,格格巫📸,https://sns-avatar-qc.xhscdn.com/avatar/63918bb7194677b8a47d9d1a.jpg?imageView2/2/w/120/format/jpg,0,1702997253474,20,负向,-0.9996357295899791
6534d27b000000002201d555,1697960571000,山东,6534ba01000000002201c194,说了和没说一样[抠鼻R]，现在已经是大面积在捕杀流浪狗的事情了,5e1403ed00000000010010d6,HAPPY,https://sns-avatar-qc.xhscdn.com/avatar/5e1403ed00000000010010d6.jpg?imageView2/2/w/120/format/jpg,12,1702997233309,18,负向,-0.3984298588165984
6530cb53000000002100f80c,1697696595000,,652fc233000000001e02bf15,《马犬在发疯》,651528d800000000230273fe,小红薯65162C82,https://sns-avatar-qc.xhscdn.com/avatar/645b6985573b2ad2b5243b1d.jpg?imageView2/2/w/120/format/jpg,2,1702997282353,17,正向,0.8312390606475724
6530305f000000001d00777b,1697656927000,广东,652fc233000000001e02bf15,很客观！ 很多所谓的爱狗人士 动不动就说狗是她亲生的[笑哭R][笑哭R] 狗的命比人命重要什么的……… 为了耍酷 显摆 养一些根本不适合在城市里 人群聚居的地方养这些大型犬………,5c94cc780000000011019306,AI 小爱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30sqa97c740605n4kphs4b4o6o07qkm0?imageView2/2/w/120/format/jpg,3,1702997284139,15,负向,-0.9989016072164744
65354d8e000000001d000f65,1697992078000,新疆,6534add20000000020002a38,支持你,631eb11700000000230257e3,^_^^_^,https://sns-avatar-qc.xhscdn.com/avatar/631eb11700000000230257e3.jpg?imageView2/2/w/120/format/jpg,0,1702997253434,14,正向,0.9999272239319268
653539a40000000025022e3e,1697986980000,贵州,6534add20000000020002a38,后面那只，听的好认真啊！😁,5c179bad0000000007018160,碧宵浮云,https://sns-avatar-qc.xhscdn.com/avatar/5f605706b50f72000132c7b6.jpg?imageView2/2/w/120/format/jpg,0,1702997253457,14,正向,0.9999417669243512
65354a800000000020018d50,1697991296000,四川,6534ba01000000002201c194,这个社会不健康的事儿还少吗？5岁孩子虐狗打、踩掰断手脚健康不？小学生qj同学健康不？虐猫虐狗扒皮抽筋健康不？霸凌健康不？爱狗不健康，至少他们不伤害生命,58e0f7aa6a6a693dbebe70ec,Isee艾,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nrfe448hc0049c1kkrqks7ca3a3fa8?imageView2/2/w/120/format/jpg,2,1702997233100,14,负向,-0.9998650000095566
65353f840000000021014dd9,1697988484000,上海,6534add20000000020002a38,说的很好！！为啥点赞这么少？！,5b3455b64eacab24d952a98a,XXX,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rfuvbmk18104a6l33ardacau1ob240?imageView2/2/w/120/format/jpg,0,1702997253452,14,正向,0.4365306869810155
6530dd8a000000002100c7c6,1697701258000,天津,652fc233000000001e02bf15,捷克狼犬:高冷不理人 “小狼来”屁颠屁颠过来了 哈哈哈[暗中观察R],5ab8d5b1e8ac2b63961aa2c4,做手帐的小慕慕,https://sns-avatar-qc.xhscdn.com/avatar/5e4b6dfaa9ee4d0001a5a426.jpg?imageView2/2/w/120/format/jpg,0,1702997282108,13,正向,0.999865953231982
6537cce2000000002003ab6b,1698155746000,江苏,652fc233000000001e02bf15,没错。烈性犬本身就是为扑咬而生，非有一堆人在那里说我家狗胆小不咬人。呵呵，合着这些烈性犬都白培养了。还有人拿工作犬说事，你有那个训犬的本事吗？,54e6954fa46e960adbb4a9de,蓝冰盈,https://sns-avatar-qc.xhscdn.com/avatar/411309441983cdc4ce073ff8da73b5b6.jpg?imageView2/2/w/120/format/jpg,0,1702997281811,13,正向,0.8624997266468881
653546c9000000001d00308a,1697990345000,广东,6534add20000000020002a38,点赞👍,5e8077ec00000000010080ed,欧阳姐姐（茶、绿植）,https://sns-avatar-qc.xhscdn.com/avatar/5e8078606b7a7b000157ed72.jpg?imageView2/2/w/120/format/jpg,0,1702997253439,13,正向,0.9999365815546604
653046560000000025020c90,1697662550000,甘肃,652fc233000000001e02bf15,讲的挺好[抱拳R]，我养乌龟[暗中观察R],5a958294e8ac2b76bce50ebd,高山流水,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2lda68okja06g4a2su81983ltkdr4ldo?imageView2/2/w/120/format/jpg,4,1702997283998,12,正向,0.999933839810371
653560e0000000001900b056,1697997024000,江西,6534ba01000000002201c194,丝毫不提虐杀人的极端行为[石化R],5bbb3be4db0ca800016a6711,反差萌 . w .,https://sns-avatar-qc.xhscdn.com/avatar/5e990f09dad4e00001d3233e.jpg?imageView2/2/w/120/format/jpg,0,1702997233104,12,负向,-0.9945626208728982
6535415a000000002002dc57,1697988954000,甘肃,6534add20000000020002a38,说的对,5564a10be58d1359ee90f8b5,姚sir搭档flamme,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qvh1f49hk6040mjrsggnu5l0ie17eo?imageView2/2/w/120/format/jpg,1,1702997253449,12,正向,0.75551113580552
6534ec0b00000000250213c6,1697967115000,四川,6534ba01000000002201c194,主要还是爱狗人士抛弃狗子造成的,5db5a06c0000000001004541,猎神传奇,https://sns-avatar-qc.xhscdn.com/avatar/5db5a0abdd376d0001b45453.jpg?imageView2/2/w/120/format/jpg,19,1702997233311,12,负向,-0.9650804422647924
65308766000000001a011906,1697679206000,广西,652fc233000000001e02bf15,城市里好多老人啊，女人养大型犬，比如阿拉斯加这种，跑起来拉不都拉不住，太可怕了,6450fca300000000290107b5,胡桃桃桃,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30q5il2mf7m5g5p2gvihqa1tlqdm8nd8?imageView2/2/w/120/format/jpg,3,1702997283352,11,负向,-0.659230848291763
6535e03400000000210089a3,1698029620000,广西,6534ba01000000002201c194,反社会人格都是从动物开始，一旦有了第一次，虐杀动物就已经不能满足他们了。他们的下一个目标一定是人。再这么放任不管的话，那些“宝妈”会最先明白什么叫多年前自己射出的子弹，现在正中了自己的眉心,5d1b4228000000001002a21f,Lee^xiangyi_,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30oe3cdg2ia705n8r88k458gvgpqo4s8?imageView2/2/w/120/format/jpg,1,1702997233103,11,正向,0.729018216156625
65353ade000000002202ce83,1697987294000,贵州,6534add20000000020002a38,天，你一讲完你的狗狗就起身了，它居然知道你讲完了的节奏…突然想认识你的这只狗狗了,5c179bad0000000007018160,碧宵浮云,https://sns-avatar-qc.xhscdn.com/avatar/5f605706b50f72000132c7b6.jpg?imageView2/2/w/120/format/jpg,0,1702997253455,11,正向,0.9995614174345846
6530ddf1000000002003c3e4,1697701361000,辽宁,652fc233000000001e02bf15,城市打工族  天天996  连遛狗都开二倍速的  别说烈性犬  约克夏都不应该养  天天圈养在家里  我是狗我都得给自己找个抚慰犬舒缓心态[再见R][再见R],5938ea5b82ec39129b36a0a5,聪明伶俐孙小翔,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2ksql28ajc06049j6u2l5n855s0rb7h8?imageView2/2/w/120/format/jpg,4,1702997282103,11,负向,-0.8858082927716424
6535422b000000001c02b68a,1697989163000,日本,6534add20000000020002a38,说的好！！！！！,5572cf69c2bdeb2e8dd1f3bc,依果🐟,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30o8bhe3a2m0040ous37mjstskemlu28?imageView2/2/w/120/format/jpg,0,1702997253447,11,正向,0.9973425660082462
653544ac000000002201fcca,1697989804000,四川,6534add20000000020002a38,点赞！！[握手R][握手R],5d8478f100000000010185ae,格桑花开,https://sns-avatar-qc.xhscdn.com/avatar/c94b2589011be6d87bfbbbf21db9e2a0.jpg?imageView2/2/w/120/format/jpg,0,1702997253441,11,正向,0.9999426610072816
65350709000000001d00d0c7,1697974025000,上海,6534ba01000000002201c194,人类是世界上最罪恶的物种，早点灭亡了对地球是最好的,63b2f14d0000000027034a82,0.0,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qqggolq0o105otiu56puik2bjab5no?imageView2/2/w/120/format/jpg,4,1702997233313,10,正向,0.3735406780672008
65305c610000000025020b86,1697668193000,湖北,652fc233000000001e02bf15,我有一次站定了，一只8个月杜宾向我冲过来，把我一撞，那个冲击力真的好猛。痛了好几天，而且那个狗狗它还没有恶意是它在院子里跑，然后想跟我打招呼。无法想象要是它想干我我死得有多惨。大型犬烈性犬真的那个攻击力太猛了。瑟瑟发抖音,5bb0370c18e5970001c9bac8,贝贝money猫,https://sns-avatar-qc.xhscdn.com/avatar/6289fa25c60040280d3d2e56.jpg?imageView2/2/w/120/format/jpg,6,1702997283855,10,正向,0.9960399206268492
6530abb60000000021009eca,1697688502000,江苏,652fc233000000001e02bf15,最后一句说的好:没有能力不要养,56bfc06d4775a72f17c9f6a0,无锡恒隆英皇珠宝.N,https://sns-avatar-qc.xhscdn.com/avatar/619b0b82d0f162256972e484.jpg?imageView2/2/w/120/format/jpg,0,1702997282823,10,负向,-0.9994426550363756
6530d42d000000001b03d3bc,1697698861000,北京,652fc233000000001e02bf15,[自拍R]有句话讲到点子上了，没有能力不要养大型犬，尤其是人挤人的城镇，主要是狗太受罪，奔跑也没地方跑，溜达嗐得戴嘴套，家里就芝麻弹丸大能塞几个活人就了不得了，何必呢[doge],54d4e675e779894c43c0098f,爱装死的猫,https://sns-avatar-qc.xhscdn.com/avatar/63632d5485ab5d67a01bd59f.jpg?imageView2/2/w/120/format/jpg,0,1702997282165,9,负向,-0.9991536141626652
6536004e000000002402ea66,1698037839000,河南,6534ba01000000002201c194,人的心理老健康了,624a7562000000001000db6a,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30s8qu9ua2k6g5oiaelh41mra1o25kfg?imageView2/2/w/120/format/jpg,6,1702997233099,9,正向,0.9892012283613596
6530c191000000001c028025,1697694097000,四川,652fc233000000001e02bf15,马犬说我在锻炼身体，没有发疯[捂脸R],630e265d000000001200f2e4,冰糕,https://sns-avatar-qc.xhscdn.com/avatar/0dd6f7e91ce0bea602fbc47515b7c72f.jpg?imageView2/2/w/120/format/jpg,0,1702997282491,9,正向,0.998411330984819
6530b92100000000200369c1,1697691937000,广西,652fc233000000001e02bf15,[笑哭R]我们小区一个小个子女生养杜宾，狗冲出来把其他业主小孩咬了，赔偿了1600人民币，继续养着，自己都拉不动，劝也劝不走，我们桂林的法律法规还没有禁养区名单，呵呵，拿她一点办法都没有,58339cbc50c4b416cab92085,momo,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2hf6rrh2im05048s03jebo845i266muo?imageView2/2/w/120/format/jpg,4,1702997282616,9,负向,-0.9912330036307891
6535208c00000000210150d9,1697980556000,江西,6534ba01000000002201c194,别发声了，反感。假爱国，真公知。,6286efa900000000210224fb,不惑之年,https://sns-avatar-qc.xhscdn.com/avatar/64d203e8fae46675d3425731.jpg?imageView2/2/w/120/format/jpg,0,1702997233270,9,负向,-0.9998413386721552
653609370000000020018d48,1698040119000,河南,6534ba01000000002201c194,现在都开始无差别投毒了[叹气R]劝买粮的人都把粮的袋子在水里过一遍，看看漏不漏水，看看有没有针孔。打开袋子的时候在室外吧，就怕气体也是有毒的[叹气R],5fd8aef200000000010015be,ann1,https://sns-avatar-qc.xhscdn.com/avatar/63fa5bc8e43ebb5082a72f24.jpg?imageView2/2/w/120/format/jpg,2,1702997233102,9,负向,-0.9951015015692626
6530a614000000002000dd12,1697687060000,山东,652fc233000000001e02bf15,我一个女生 养一只德牧 从小训练规范行为 极度服从同时也很温顺 我特别同意up主说的 没有能力不要养的意思 很多伤害不怪这些烈性犬 是你没能力责任养好人家,56153e1a62a60c01bf741730,老Co是我,https://sns-avatar-qc.xhscdn.com/avatar/5ef4e9df2b2d2400015e970b.jpg?imageView2/2/w/120/format/jpg,0,1702997282917,9,正向,0.9386603530079825
6535578d000000001d003e9e,1697994637000,云南,6534ba01000000002201c194,说得很好，下次别说了,5b826363f43cbe0001a8f3d6,绯。,https://sns-avatar-qc.xhscdn.com/avatar/6405b60c57f404b4860ba183.jpg?imageView2/2/w/120/format/jpg,0,1702997233109,9,正向,0.6999566708786631
653508af000000002201f12c,1697974447000,辽宁,6534add20000000020002a38,为什么一提到狗有些人就要跟孝敬父母比较,6097707b000000000101fc0e,大圣流浪狗之家,https://sns-avatar-qc.xhscdn.com/avatar/60bdcc69636aec80a622f6a8.jpg?imageView2/2/w/120/format/jpg,4,1702997253487,8,负向,-0.9969078386633932
653505a8000000002003153d,1697973672000,江苏,6534add20000000020002a38,最可恨的是那些丢弃、暴力虐杀动物的人。人类应该和动物和平相处。但人类发展的太快，一切都以人类为主。动物早就没有生存的空间。在城市里养就要遵循和妥协人类的生活方式，对狗来说总是不自由的。要么就不养。我非常喜欢狗，但是生活在城市里是不养的，除非在乡村。,651f91300000000024017ef6,Me,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30pu4gpbk6k6g5p8vi4o92vnmusmepeo?imageView2/2/w/120/format/jpg,0,1702997253489,8,负向,-0.9972970876223036
653538c4000000001b03c04c,1697986756000,上海,6534ba01000000002201c194,姓白的你倒是说说乱扑杀流浪狗的事啊！,5657cc1e03eb84758179ce15,L-K,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30pqia14n6q00436nkn61tjglvqmkhd0?imageView2/2/w/120/format/jpg,1,1702997233106,8,负向,-0.9997720848176606
6530bd5b000000002002dacb,1697693019000,安徽,652fc233000000001e02bf15,狗说：演完了，群演餐呢，快拿来[大笑R][大笑R][赞R],6097be7d000000000100016e,但为君故,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ovdq2eak06g5o4nnpug80beg0aqrr8?imageView2/2/w/120/format/jpg,0,1702997282565,8,正向,0.9999362834177888
6530b02e000000001d00f580,1697689646000,江西,652fc233000000001e02bf15,没有能力和责任不要养狗 拥有一只狗的前提是应该明白 教育和训练是终身的 周而复始 金钱只是你需要给狗付出的最微不足道的东西 你还要付出不计其数的时间体力毅力耐心,5b61e6f6bde643000168fe6a,Sherry,https://sns-avatar-qc.xhscdn.com/avatar/62bada5f160962dc1eca5d80.jpg?imageView2/2/w/120/format/jpg,2,1702997282738,8,负向,-0.3303706111580595
65355857000000002100102c,1697994839000,广东,6534add20000000020002a38,[点赞R][点赞R][点赞R],60740efd0000000001002ae5,榴莲,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30o0apq6shm6g5o3k1rug8an5l8muuto?imageView2/2/w/120/format/jpg,0,1702997253427,8,正向,0.9999409921658468
65307cef0000000020022847,1697676527000,广西,652fc233000000001e02bf15,我想问问独居女性养什么品种的狗比较好呢？,585cd5515e87e76707b16164,什么什么大冒险,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qljis030m0048vt1eal2ob4hl6nsmo?imageView2/2/w/120/format/jpg,121,1702997283547,8,正向,0.4878851319972952
653076dc0000000025022461,1697674972000,上海,652fc233000000001e02bf15,它们需要很大运动量才能释放精力和压力，这种山地大院子有吃有喝有人陪玩它们得过得多快乐啊，也有利于性格养成,59bc9dc750c4b4794af2a7c6,momo是沉默的mo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nr9kiqhhe6049pvj6esf9u64ukijk8?imageView2/2/w/120/format/jpg,0,1702997283618,8,正向,0.9997778062149472
652fc8f40000000020009f71,1697630452000,重庆,652fc233000000001e02bf15,主要是养烈性犬还不套绳的人,5ee1f2e8000000000100700c,夏天,https://sns-avatar-qc.xhscdn.com/avatar/60881b6396321421b6e6eb6d.jpg?imageView2/2/w/120/format/jpg,6,1702997284523,8,负向,-0.7640470127641947
6530adad000000002202d767,1697689005000,山东,652fc233000000001e02bf15,任何生命都有存在的必要！[合十R],5f0825d300000000010060a7,推文君,https://sns-avatar-qc.xhscdn.com/avatar/643677f3b1e3c7ad3b2ff064.jpg?imageView2/2/w/120/format/jpg,2,1702997282779,7,正向,0.9999365218941848
65305db600000000250212b7,1697668534000,澳大利亚,652fc233000000001e02bf15,捷克狼高冷不理人 “小狼～”“来惹～”,60265ecd0000000001004cb6,豹纹旻旻子,https://sns-avatar-qc.xhscdn.com/avatar/6026629f1946144a123a7430.jpg?imageView2/2/w/120/format/jpg,0,1702997283828,7,正向,0.8160279215643449
6534db210000000021010346,1697962785000,广东,6534add20000000020002a38,多劝养狗人，把同样的时间陪陪老人吧,608ead6e000000000101e7b6,金戈铁乌,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n7t90hf5e6g5o4elln0bptm8p27ao0?imageView2/2/w/120/format/jpg,20,1702997253525,7,负向,-0.6817997200746504
6530733b000000001c02b50f,1697674043000,广东,652fc233000000001e02bf15,博主的地位是头狼[doge][doge][doge],5992bdf850c4b41423a01b02,AI创作家陈麒宇,https://sns-avatar-qc.xhscdn.com/avatar/63b18f1d5179f5cba233c104.jpg?imageView2/2/w/120/format/jpg,1,1702997283641,7,正向,0.995177314961424
