platform,liked_count,ip_location,time,content,senta,senta_prob,judge
bili,44,江苏,2023-11-14,"人是复杂的，对我来说感性上，不愿意流浪猫狗受伤害见到有食物都会投喂，理性上，我知道如果人人都去喂食不管控，那它会越来越多，总有撑爆的一天。
所以我觉得对于个人，最好的做法就是，平时可以释放自己的爱心，恶人政府来做，然后少bb。",正向,0.9998190482647936,有关
bili,19,云南,2023-11-14,经济学最大的漏洞，就是假设理性自然人。,负向,0.9997855539845376,无关
bili,9,四川,2023-11-14,经济学中的理性人假设是绝对理性，一切以收益或者说效用为导向，但现实中人是复杂的，这个假设是极难成立的，因此产生了行为经济学这个学科,正向,0.9997598076971316,无关
bili,32,湖北,2023-11-14,经济学逻辑的确很简洁明了！不过经济学逻辑是有漏洞的。,正向,0.3779893530030023,无关
bili,123,湖南,2023-11-14,"我感觉重点不在杀不杀流浪狗，因为按视频说法，那么宠物狗就是人的所有物，那么当然可以随主人心意处置，而如今大量流浪狗产生的原因也恰恰是这个想法（觉得可爱就养了，腻了直接扔）。
我很支持up主视频后面的说法，因为要解决这个问题，要么立法对养宠物进行一些限制，要么就让人改变想法。而现在关于人的法律还有一大堆的问题，所以我感觉立法至少现在是不太可行的。这样一看也就呼吁大家爱护小动物，让大家自觉保护，让公德进行约束，比较靠谱了。",正向,0.998792712591552,有关
bili,11,江苏,2023-11-14,主要产权这个词生活中可能有点不常见换成所有权会直白一点，宠物本质上是人所拥有的东西,正向,0.4893824445914418,无关
bili,16,福建,2023-11-14,因为猫狗扯不上人权，只有产权,负向,0.989505001847661,无关
bili,8,广东,2023-11-14,没有主人的猫狗，就是没有保护法保护的野生动物，我没说错吧,负向,0.9796356371628008,有关
bili,51,重庆,2023-11-14,宠物没有的权利，本质上就是人的财产，你把别人的衣服刮破了要赔钱和你把别人养的宠物弄伤了要赔钱是一个意思,负向,0.9996347760768138,有关
bili,8,江苏,2023-11-14,可是产权本来就是法律概念啊……国家之间是没有法律的，就算有那约束力也有限。你得承认，在一个法治国家，一件东西是可以属于一个人的,负向,0.7778437805842309,无关
bili,6,广东,2023-11-15,产权不存在，你去抢别人的手机，毁坏别人的车，看你要不要赔,负向,0.9999138731302608,无关
bili,45,广东,2023-11-14,总体上说的是没问题的，但是感觉有点硬往产权上去引。,正向,0.8654886679929952,无关
bili,8,北京,2023-11-14,为什么要重罚，产权可以抛弃，抛弃之后是无主物，随便怎么处置都可以,负向,0.9996906162113106,有关
bili,21,河南,2023-11-14,你抛弃产权的前提是你的抛弃行为不会侵害到 n 别人的合法权益和公共利益，抛弃产权是你的自由，但是这也是一个法律行为，实施法律行为也要在法律允许的范围内进行,负向,0.9929155810546816,无关
bili,8,河南,2023-11-14,因为你的抛弃行为损害他人和社会的权益 ，那么这个人就要为自己的抛弃行为承担民事法律责任,负向,0.9998189888342282,无关
bili,7,江苏,2023-11-14,也有野生猫狗啊，又不是猫狗天生都是有主人的,负向,0.8382523404164175,有关
bili,10,辽宁,2023-11-14,"重罚遗弃，你得先证明是遗弃。要证明是遗弃，就得证明宠物有主。证明的方法，就得在养的时候像给孩子落户口一样办证，买粮看病买玩具都得绑定猫狗证号。你愿意么？
假设愿意，那么你如何区分我是主动遗弃还是它们走丢了？猫狗死了我扔尸体算不算遗弃？大病不治导致死亡算不算遗弃？不喂食给饿死算不算遗弃？还要设个宠物法医做鉴定么？
如果遗弃就重罚，结果是大量社会资源被浪费。为了不被罚根本不办证，黑户猫狗遍地都是，惹了祸就扔，甚至自己弄死。",负向,0.9997959837036704,有关
bili,9,四川,2023-11-14,野狗，野猫和流浪猫狗都不是一个物种，你要说那些流浪猫狗的后代那确实没有过主人，但是那归根结底还是因为人类弃养出来的,负向,0.9998269751594364,有关
bili,242,山东,2023-11-14,流浪猫狗归根结底是人类弃养造的孽，应该严格管理，重罚遗弃宠物的人,负向,0.9995393091622587,有关
bili,13,江苏,2023-11-13,"但是人类社会就是以人为主。
你所说的狮子，熊猫人们不能养。是因为他的产权人是属于国家的。或者属于动物园的。
除人以外的所有生存都没有人权。
如果你觉得其他生物也有权力，是和人类平等的。
那么你吃猪肉的时候，就已经是犯了杀猪罪。你应该被抓起来。因为你无权吃其他生命。
所以别傻了，人类社会就是以人为主。人类就是这个社会的主体。这个社会一切东西都得为人类服务。",正向,0.9402644058914192,有关
bili,15,江苏,2023-11-13,"为什么单独见到流浪狗就得学会绕道？流浪狗的产生本来就不是自然产物，捕杀属于人为控制措施。人为产生，人为灭杀，合理。如果真的爱护流浪狗，那就应该像up说的，去给它找养主。
狮子大象熊猫不会有产权也不能捕杀，是因为第一它们是珍惜野生动物，第二它们在那里并不是人为造成的。",负向,0.91279999756917,有关
bili,11,陕西,2023-11-13,你说这么多，还是不愿意给流浪猫狗一个家，就是说说而已,负向,0.9998859794675852,有关
bili,7,广东,2023-11-13,我是很同意up说的，我养了一只流浪猫，也在践行我的理念，我觉得我比起那些只会喊口号的人强多了，他们在自我感动，而我在脚踏实地,正向,0.9999287140077512,无关
bili,12,广西,2023-11-13,"不是字多就是对，有人享受了宠物带来的情绪价值，但是并不想承担宠物带来责任。
如：半夜发情吵闹捕猎嘶吼影响休息，不小心抓伤人或者咬伤（不要说什么你不惹它怎么针对你这废话，看到比自己弱小的事物自动进入捕猎模式），几百上千的疫苗费用，排泄物处理，气味清理，意外事故户体处理，怎么处理？这些谁承担？",负向,0.7067939424565992,有关
bili,6,辽宁,2023-11-13,要是大象和流浪猫狗一样多你看杀不杀，前一阵还有悬赏泛滥野猪的新闻,负向,0.9999078532974616,有关
bili,8,河南,2023-11-13,"谁去教流浪狗离人远点儿？教育费谁出？你出吗？
谁去给狗打疫苗？疫苗费谁出？你出吗？
农村野狗多，众所周知，狗从狼驯化而来，有真正意义上的野狗？城市里的还是乡下来的？有数据吗？
你能够保证流浪狗百分百不伤人吗？你能现在就拿出一套成本更低的维护方案吗？说的好听，设立救护站，那谁出钱造救护站？谁出力管救护站？员工的工资谁来掏？政府的钱来自人民纳的税，你不能拿我们纳的税给那些养狗的买单，up说得对，自由的边界是别人的自由，你的爱心泛滥就要挤压别人的自由空间，但人跟其他动物来讲，永远都是人权第一，而且我们也没有任何理由为他们的不义之为买单。
你可以不赞同捕杀流浪动物，但是当下来讲，没有任何正当理由能让其停止。
这就是现有的最好解决办法。
还有很多人不需要宠物，他们为什么要去领养，去徒增负担？领养也只是养狗的人自产自销罢了，但狗每天都在生小狗，那这些流浪狗又要等到何时才能被完全领养呢？幻想的解决方案，那是脱离实际的，只会让你与现实背道而驰，这并不能解决现实的问题。",负向,0.999836749461778,有关
bili,43,广东,2023-11-13,怎么说呢，人是大自然的其中一部分，我们人不可能拥有大自然的所有权。。。。我不能因为有钱，甚至有爱心就可以有狮子老虎大熊猫的产权。。而人之所以为人，除了能够生产工具，具有一定思考，更重要是拥有丰富的感情。和谐社会不是一味的驱赶和捕杀。大象过境会踩踏我们种的粮食，但我们只能警示告诫他们绕道，或者给农作物做好保护，而不是去捕杀大象。。。碰到流浪狗，我们人（是指所有人，更特指以我们人作为代表的政府部门）应该驱赶他们不要在人们生活圈生活；如果它们要共存，就必须注射疫苗，甚至和人类建立基本的沟通或者共识。共识的意思不单单指动物，还包括人类。明知道有狗在吃东西就不要去试探他会不会护食会不会咬我，单独见到流浪狗就学会绕道，别去挑战谁跑得快或者谁打架厉害。而不是一味去捕杀流浪狗。因为不是所有流浪狗都会攻击人类的。同样道理，未犯罪的人不能视为潜在犯人，更不能说你犯罪未遂。,正向,0.9943149483650586,有关
bili,124,江苏,2023-11-13,明星的话，那么大的资产，开个流浪猫狗收容所很简单吧？他们为什么不做？,负向,0.9993424280664556,有关
bili,13,陕西,2023-11-21,做了又咋了？做了就可以道德绑架其他人了？子贡赎人的故事听过没有？你可以不要奖励，但这不是你要求其他人不要奖励的理由,负向,0.9998928336830382,无关
bili,70,四川,2023-11-14,又不花钱，又能凸显自己爱心的事，何乐而不为呢？,正向,0.6039624284792922,无关
bili,11,河北,2023-10-24,死道友不死贫道了属于是,负向,0.3560790792198745,无关
bili,24,山东,2023-10-24,希望他的家人能在这100多例中,正向,0.9895991094393112,无关
bili,16,广东,2023-10-24,网左这种人慷他人之慨罢了，别人死活与他无关，但通过发言彰显他的道德就显得尤为重要，哪怕伤害到别人的利益。,负向,0.9953326615516112,无关
bili,6,浙江,2023-10-29,他家出个10例该多好，他就知道10例也不少了,正向,0.9110106723567384,无关
bili,274,广东,2023-10-24,一百多例已经很低了，哈哈哈哈哈，为啥他那么确信这一百多例里不可能会出现自己或自己家人？,负向,0.9502845142702334,无关
bili,12,日本,2023-10-28,欧洲很多国家都要植芯片,正向,0.9962965594077566,无关
bili,8,日本,2023-10-28,植入芯片花的是狗主人的钱啊，为啥要纳税人付,负向,0.9998908668554308,无关
bili,296,黑龙江,2023-10-24,以前户的很多言论我都不敢苟同，但是这期真的太对了,正向,0.9433454869336444,无关
bili,27,浙江,2023-10-24,其实狗不想养了，丢了不如直接卖给狗肉馆，为啥大部分人选择丢了而不是卖狗肉馆，是因为伪善，明明不想要了，也不愿意承担杀害狗狗的罪名，自欺欺人狗狗流浪也能过好，也可能会遇到好心人，但是如果流浪狗会被直接捕杀，那丢狗和直接杀狗或者卖到狗肉馆，根本没有区别，可能会让丢狗的人更慎重一点,负向,0.999872330895272,有关
bili,6,贵州,2023-10-24,有一个前提，扑杀流浪狗是为了所有人的安全，所以说用公共财政支出那是完全正确的行为。但是如果官方搞一大套流程和系统，什么捕捉领养，集体饲养流浪狗只会消耗更多的公共财政支出。可是这只是为了满足一小撮人的喜好而已，而不是为了所有人的利益。当然了。如果广大爱狗人士愿意联系人大通过议案，自然就不存在这方面的问题了,正向,0.8855755180796088,有关
bili,132,山西,2023-10-24,如果不健全宠物领养相关的法律，流浪动物永远捕杀不完。比如我大学期间，朋友的舍友养狗养猫，毕业之后就扔了，还要装作很负责的样子，网上找人领养，说要好好对它,负向,0.9940011139387934,有关
bili,129,江苏,2023-10-24,不严惩遗弃宠物的行为的话，沙再多、领养再多都只能暂时缓解啊,负向,0.9729408808293982,有关
bili,101,福建,2023-10-24,中国打了全世界最多的狂犬疫苗，每年还有100多例。真可怕。,正向,0.3348848702422629,有关
bili,69,四川,2023-10-24,流浪猫狗是必须给予捕捉的这是毫无疑问的，至于捕捉之后为了不浪费纳税人的钱，不想让猫狗直接被无害化处理或者安乐色，愿意为这些猫狗花钱的人，牵头建立个流浪猫狗基金会，在捕捉后的一个星期到两个星期的暂时圈养时间就由基金会支付，后期领养人需要登记，猫狗安装记录，发现弃养从重处罚等等手段就完事了,正向,0.62095176746368,有关
bili,56,新疆,2023-10-24,给动物安乐死从来都不是为了动物，是安慰人的…所谓的给它个痛快，还不是人的主观想法，为了不觉得自己残忍而已，类似的还有解剖大体老师要先上麻药，军马是战友死了要吃也得交换着吃。我的看法是人性是需要装饰的，但不能脱离现实。目前没人能给那么多流浪狗付安乐死的钱，或者说目前没有那个闲钱玩自我满足。,负向,0.9956650131177832,有关
bili,62,安徽,2023-10-23,人权都没保障还考虑畜牲？,负向,0.9998798406237448,无关
bili,53,黑龙江,2023-10-24,《100多例已经很低了，我觉得不给他注射疫苗也没事》,负向,0.9995761962820636,有关
bili,47,福建,2023-10-24,根据《中华人民共和国家犬管理条例》第四条，凡未注射狂犬病疫苗的犬（包括无标记犬），一律视为野犬，公安人员、民兵以及广大群众都有权捕杀，不负任何责任2。,负向,0.9980201396065808,有关
bili,41,西藏,2023-10-24,我这里 晚上过了九点半 流浪狗比行人都多。流浪狗报团 满大街乱窜 夜里出门不带防身物品真的会害怕。,负向,0.9687728888119906,有关
bili,42,河北,2023-10-24,这东西繁殖能力生存能力和耗子是一样的，再加上只要有人养宠物就一定会有一部分成为流浪动物，不论是主观遗弃还是客观上它自己跑了，全面捕杀肯定能控制数量而且不可能灭绝,负向,0.9964754696233592,有关
bili,39,山东,2023-10-24,如果不捕杀也可以，我给这些反对捕杀流浪狗的爱狗人士们出个招，就是成立一个基金会，这些反对捕杀的爱狗人士定期往里面打钱，如果有人被流浪狗咬了，可以申请资金打疫苗，如果因为狂犬病发作人没了，那么也可以申请获得补偿，这样别人就无法反对你们了。,负向,0.9879687628702812,有关
bili,34,河北,2023-10-24,"“100多个已经很低了啊”，这是人说的话吗。100多人的离世背后是100多个家庭的破碎，因为没到你头上所以可以很轻松无所谓的说出“100多个人已经很低了啊”这句话，真是丧尽人性的东西。
这波支持户子，畜牲优先级永远低于人类。",负向,0.999454334246252,有关
bili,605,新疆,2023-10-23,它叫豆豆，我18岁高三上学的时候，那条路有五公里远，偶然一次回家给它了我吃剩的烤肠，然后接下来每天都到我们学校门口等我，跟我一起回家，一月份天实在太冷了，我父母还是让它进我家了，现在已经十一岁了,正向,0.995691831144896,有关
bili,1360,广东,2023-10-23,大家如果真的想养宠物的话可以考虑养乌龟，没动静，经得住寂寞，耐饿，耐造,正向,0.9762453076265274,无关
bili,232,安徽,2023-10-23,"不说收养流浪狗和向收容机构捐款了。
他们谴责的力度，能有一半放到遗弃，和遛狗不纤绳的人身上，问题都能解决一大半。",负向,0.999799917214972,有关
bili,183,贵州,2023-10-23,我也一直在想，它们真的希望被圈养吗？我邻居就抓了只流浪狗，天天关笼子里，从来不放出来溜，只是偶尔拉出去上厕所，天天白天晚上都爱乱叫…,负向,0.9998232800139631,有关
bili,176,山西,2023-10-23,我就搞不明白一件事，前年我喂刚收养了不到一个月的小狗的时候被咬了手指，去打狂犬疫苗的时候，医生说没有，要从大点的医院调，一开始我以为是小地方没储备，聊了几句才发现，狂犬疫苗全国都不够用的，年年都不够。这还不能说明问题？怎么会有那么多护流浪猫狗的？,负向,0.998535690655924,有关
bili,204,黑龙江,2023-10-23,养狗的人是单纯因为爱心，还是因为单纯的为了自己高兴？,负向,0.9976698613400714,有关
bili,132,广东,2023-10-23,我可以捐1000w 但我不会捐掉我的小汽车 因为我真有一辆小汽车我可以在网上发表光辉言论 占领道德高地 但我私下不会去干点实事 因为实事可比说话累多了,负向,0.9984691624119436,无关
bili,41,河南,2023-10-24,来看看所谓的有爱心、善良的人说的话，我看到这些我就知道了，背后肯定有推手。,正向,0.9997856134284292,无关
bili,387,江苏,2023-10-23,我最纳闷的是养狗的所有主动性都在养狗人，为什么不谴责制造流浪狗的人，去谴责管理流浪狗的人。,负向,0.99953793853998,有关
bili,334,河北,2023-10-23,人的问题，最后变成狗的问题，从扑咬人的流浪狗该杀，到宠物狗改杀，最后变成所有狗都该杀，舆论的走向莫名其妙，等事情过去恐怕所有人都会觉得滑稽，事情怎么会演变成这个样子,负向,0.9997846599691228,有关
bili,189,山东,2023-10-23,特别有意思的是，这些明星各种发声就发了一天，到第二天就没有任何人敢再发声了，这一看就是上面发钱的知道效果不好所以不发了,负向,0.9933102455951436,无关
bili,83,江西,2023-10-23,"人可以虐待动物无数次，但动物只能咬人一次。
我不是支持虐待狗，只是说人本身就高于一切，一切动物工具都只服务于人。",负向,0.996914207918138,有关
bili,87,天津,2023-10-23,我也觉得，无论如何都是人类生命至上，好多人说什么生命平等，不可能的，野生动物入侵人类领土伤了人都会第一时间枪毙，狗怎么就有特权了。所以的动物保护，不过是“可爱动物保护”罢了：之前刷到一个撸牛犊的视频，小牛特别可爱，在未知小牛是否为肉用的情况下一堆弹幕刷“刷点孜然更香”，还有一些养猪牛羊当宠物的视频下都有这种弹幕，这时候不谈动物保护了？,正向,0.99975360938949,有关
bili,106,德国,2023-10-23,强调一点，国外的动保不背这个锅，严格的法律有一部分就是动保推动的。,负向,0.910182891300515,有关
bili,55,四川,2023-10-23,原来大家都挺爱狗的啊，看到满大街流浪狗我还以为大家都不喜欢狗呢,正向,0.8679569240645364,有关
bili,54,上海,2023-10-23,"我喜欢小动物，算是个精神动保，但不妨碍我支持扑杀野生流浪动物。
很多人把我们反对虐杀和反对扑杀混为一谈，但拜托，我们的诉求就是你扑杀的时候干净利索点，一棍子敲死，或者毒死就完事了，挺好的。
有些人非要虐杀动物，美其名曰自己在清除流浪动物，折腾条狗一虐好几天，且不说这样给人观感极为不好，其次这样杀流浪狗的效率也太低了，有这功夫别人都杀好几车了，根本无法达成扑杀控制流浪动物数量的目的。",正向,0.9994888952361088,有关
bili,50,北京,2023-10-23,合法的狗不会怕，非法的和没主的狗应该除，没毛病吧？还有，人权一定高于狗权，这是相关事件判断的必然前提！,负向,0.9977196737434896,有关
bili,45,新疆,2023-10-24,"对不起，我还在忙着养活自己，没时间没精力没耐性养宠物。
偶尔喜欢了就刷刷宠物视频，爱的喜欢的紧了就云养狗，点点赞，投个币，爱的痴了就往那猫咖，宠物店去转转，宠物市场瞧瞧。
好玩的是镇集上的贩子摊位宠物味大，去一两次喜爱之心全无。也就收了心，继续苦作不思养宠。
市里的宠物店虽然惹人爱，但家底单薄，去市里多为公事，少为个人，即有时间，也多用在医院之中，宠物店就去一两次，看价格，知进退。灰溜溜回家……",正向,0.9998725094161998,有关
bili,48,四川,2023-10-23,大家记住这些所谓的“爱心明星”，杨迪，斓曦，李小冉，薛之谦，陈乔恩等等，还有其他的记不住名字，欢迎大家补充，记住他们的“爱心发声”,正向,0.9847873203796098,无关
bili,38,天津,2023-10-23,宠物我就养乌龟，在家里溜溜就完了,正向,0.9904201983500514,无关
bili,38,河南,2023-10-24,国外的养宠物技术就是比中国好，人家甚至都没和狗见过面，狗就对人家非常衷心，比如有的狗明明在中国生活，但是心永远在人家大洋彼岸的主人那里，中国在这方面真是不行。,正向,0.9627569859448252,有关
bili,36,安徽,2023-10-23,我和我女朋友因为这个事就吵架了，我就和她讲道理，再怎么说这还是一个以人为本的社会，可是她就认死理了，他就是觉得人只会欺负比他弱小的，还说什么你杀了一个人就要把你那一栋楼的人都杀了吗？我说她是诡辩，她又和我扯什么警察不会抓那些家暴的强奸的，就会抓狗，我说你魔怔了，你这样还考公，你政审都过不了，我直接分手，真的三观有很大差异，完全没有自己的判断我家养了十几年狗，现在还有三条狗，狗毕竟是狗还是动物具有兽性，不能把他当人看。,负向,0.9998853238568975,有关
bili,101,河北,2023-10-23,不知道为什么b友们都在阴阳怪气这件事，对于我个人而言，从小到大听到最多的就是狗是人类最好的朋友。从小家里就有两条狗，虽然一条吃破胃花了六七千没救回来，但是还有一条狗陪着我长大，前几年心脏病死了还是我亲手哭着埋的。。。虽然流浪狗有些有病毒，传染病，还可能会咬人。但是为什么去屠戮狗而不是解决制造问题的人呢，不去完善弃养动物这些法律，反而去买药投毒，在快递站找袋子放敌敌畏。。一场舆论成为施暴者，心理变态者的狂欢。我只能说虽然中国普遍公民素质在不断提升但是在大基数的情况下还是有心理变态和低素质的人在肆意妄为（我家楼下有五六只流浪猫两只流浪狗，每次我都给我的猫的零食和罐头分下去喂，也从来没有袭击过人）,负向,0.5928187095841224,有关
bili,423,江苏,2023-10-23,知道为了得到纯血统的宠物逼迫亲子关系的宠物交配、一胎一胎不停生、因为近亲交配导致大量有遗传病的宠物出生……太残忍了！,负向,0.9725968108117122,有关
