word,count
表达,13
asuradas,13
观念,13
平均,13
欧美,13
女生,13
放生,13
万元,13
政治,13
解释,13
黑狗,13
热点,13
博主说,13
生气,13
警犬,13
主流,13
免疫,13
斗争,13
千万,12
吃瓜,12
掏钱,12
花费,12
做出,12
聪明,12
产权,12
浪费,12
野猫,12
工资,12
共存,12
杀狗,12
力度,12
病毒,12
转移,12
便宜,12
参考,12
单位,12
屁股,12
加强,12
习惯,12
提醒,12
干净,12
市区,12
擦屁股,12
网暴,12
发泄,12
tv,12
监督,12
搞笑,12
救助站,12
捐钱,12
虐猫,12
放开,12
阻止,12
建设,12
维持,12
互相,12
完成,12
开车,12
罪魁祸首,12
仅仅,12
变化,12
独居,12
疯狂,12
檀国平,12
统计,12
附近,11
鸡鸭,11
眼睛,11
权力,11
高额,11
改变,11
赔钱,11
绑定,11
感动,11
设立,11
老虎,11
客观,11
强调,11
推动,11
非法,11
天性,11
交税,11
远远,11
福利,11
运动量,11
餐馆,11
里养,11
重视,11
悲剧,11
狗主,11
落实,11
指责,11
煽动,11
图片,11
消失,11
收入,11
阶段,11
提倡,11
真实,11
恶心,11
违反,11
合适,11
居住,11
刑法,11
快速,11
印度,11
完美,11
少数,11
担责,11
生命安全,11
积极,11
竟然,11
键盘,11
互联网,11
特殊,11
温柔,11
分析,11
体现,11
杀鸡儆猴,11
鼓掌,11
女性,11
毛孩子,11
军犬,11
野性,11
the,11
通常,11
关爱,10
确定,10
考试,10
棒子,10
附加,10
支出,10
没关系,10
损害,10
灭杀,10
半夜,10
捕猎,10
停止,10
共识,10
死活,10
期间,10
暂时,10
效果,10
记住,10
产业,10
宠物医院,10
检查,10
高贵,10
输出,10
隔壁,10
通报,10
前面,10
侵犯,10
消息,10
祖宗,10
危险性,10
公平,10
报告,10
反馈,10
拘留,10
谎言,10
稍微,10
监控,10
怀疑,10
赚钱,10
规范化,10
恶狗,10
泛滥成灾,10
藏狐,10
表示,10
募捐,10
纳入,10
花销,10
全球,10
始终,10
放弃,10
拒绝,10
坚持,10
终身,10
牺牲,10
转发,10
追究,10
阴影,10
犯法,10
藏獒,10
鼓吹,10
玫瑰,10
操作,10
合格,10
娱乐圈,10
捐赠,10
卫生,10
渗透,10
领证,10
卫生防疫,10
放火,10
决水,10
毒害性,10
放射性,10
街道,10
明天,10
Dog,10
and,10
环保,9
热爱,9
逆天,9
具备,9
释放,9
收益,9
尸体,9
单独,9
沟通,9
奖励,9
集体,9
基金会,9
星期,9
记录,9
完事,9
畜牲,9
白天,9
发表,9
诉求,9
毒死,9
判断,9
价格,9
欢迎,9
吵架,9
两条,9
出生,9
实现,9
先进,9
广州,9
做成,9
抵制,9
口头,9
层面,9
缺乏,9
难度,9
常态,9
饲主,9
畸形,9
吃饱,9
典型,9
案件,9
双标,9
压力,9
相处,9
年前,9
困扰,9
太阳,9
企业,9
金钱,9
整整,9
委屈,9
商家,9
家长,9
通知,9
重庆,9
猎物,9
脖子,9
屠宰场,9
万物,9
亡羊补牢,9
洗澡,9
认领,9
成长,9
粮狗,9
两岁,9
恢复,9
全家,9
业主,9
卡斯,9
土狗,9
山头,9
鼓励,9
牵引绳,9
狩猎,9
违规,9
显然,9
偷税漏税,9
检疫,9
治标,9
母狗,9
cn,9
实际行动,9
出钱出力,9
宽松,9
禁狗令,9
狗保,9
放进,9
显示,9
两种,9
评价,8
纯粹,8
狂犬病毒,8
混淆,8
高档,8
相似,8
孟子,8
牛羊,8
剥夺,8
吃饭,8
假设,8
衣服,8
总体,8
弄死,8
狮子,8
事物,8
出力,8
粮食,8
政府部门,8
杀害,8
支付,8
主观,8
杨迪,8
名字,8
严格执行,8
招惹,8
生病,8
降低,8
基层,8
...,8
寄托,8
财政,8
极度,8
机器,8
养狗证,8
驯服,8
OK,8
城里,8
办狗证,8
日常,8
折磨,8
带狗,8
问问,8
立马,8
哺乳动物,8
开心,8
搜索,8
张嘴,8
车主,8
办理,8
认真,8
抓伤,8
势力,8
血腥,8
电话,8
性质,8
盲目,8
百姓,8
拉屎,8
体系,8
反感,8
变态,8
牛羊猪,8
合理合法,8
汽车,8
听雪,8
印象,8
脑子,8
博爱,8
程序,8
缉毒,8
十分,8
保持,8
繁衍,8
早日康复,8
全民,8
报道,8
导盲犬,8
整天,8
宝妈,8
合十,8
飞吻,8
娃娃,8
偏偏,8
彻底,8
兽医,8
民族,8
狗命,8
受害,8
综艺,8
禁言,8
指定,8
道歉,8
狗奴,8
确保,8
疑惑,8
嘴皮子,8
充满,8
疫病,8
接种,8
澳洲,8
迅速,8
污染,8
预防,8
邮件,8
改名,8
牧羊犬,8
Shepherd,8
html,8
赔付,8
发病,7
团队,7
阶级,7
传统,7
宠物犬,7
征收,7
复杂,7
漏洞,7
常见,7
承认,7
天生,7
幻想,7
联系,7
轻松,7
实事,7
特权,7
效率,7
达成,7
宠物市场,7
陈乔恩,7
女朋友,7
袋子,7
更新,7
爱宠,7
培育,7
商品,7
创造,7
毒杀,7
刚刚,7
分享,7
两次,7
朋友圈,7
晶片,7
兔子,7
配合,7
身份证,7
现状,7
优点,7
没收,7
完整,7
两年,7
听说,7
文件,7
遗弃罪,7
规矩,7
守规矩,7
治病,7
纳粹,7
吃掉,7
帮忙,7
开门,7
开展,7
没钱,7
形式,7
捕获,7
笑话,7
新冠,7
干活,7
玩耍,7
狗牌,7
总结,7
轻易,7
承受,7
谣言,7
乱咬,7
抖音,7
猎杀,7
赞成,7
优先,7
艰难,7
包容,7
种群,7
做错,7
动手,7
敏感,7
罚钱,7
疫情,7
划分,7
制高点,7
猛犬,7
实话,7
爱护动物,7
底线,7
机制,7
现阶段,7
植物,7
杀鸡,7
歧视,7
公布,7
形象,7
良心,7
寄生虫,7
改善,7
生存环境,7
逐渐,7
恶魔,7
严厉,7
杀掉,7
食物链,7
罗翔,7
报复,7
高尚,7
形容,7
刑事,7
名声,7
泰迪,7
电梯,7
猎犬,7
炸弹,7
倾家荡产,7
付出代价,7
入狱,7
推荐,7
叹气,7
抓走,7
奔跑,7
公开,7
汗颜,7
散步,7
偷偷,7
祸害,7
恐怖分子,7
监狱,7
败类,7
开放,7
放松,7
口口声声,7
社交,7
畜生,7
主张,7
号召,7
近期,7
情节,7
损失,7
基金,7
重新,7
期限,7
搞清楚,7
题目,7
成年,7
老太太,7
灰狼,7
烫死,7
热水,7
处决,7
公社,7
修订,7
试图,7
in,7
切割,7
卢孝林,7
时代,7
news,7
http,7
哥哥,6
适应,6
炒作,6
百分百,6
界定,6
君子,6
争辩,6
救援,6
牲畜,6
户口,6
主体,6
学会,6
理念,6
排泄物,6
野猪,6
解决办法,6
彰显,6
欧洲,6
系统,6
健全,6
痛快,6
申请,6
枪毙,6
拜托,6
点点,6
贩子,6
技术,6
血统,6
诞生,6
销售,6
扔掉,6
百万,6
脑袋,6
征税,6
智商,6
韩国,6
移民,6
黑色,6
心心,6
食堂,6
接近,6
团体,6
全面禁止,6
廉价,6
命令,6
影响力,6
兄弟,6
调研,6
没养,6
主义,6
子女,6
巧克力,6
分钟,6
设置,6
理想,6
丝毫,6
草坪,6
基础,6
疑似,6
户外,6
NGO,6
荒谬,6
带回,6
冻死,6
洗牙,6
cbh,6
科普,6
促进,6
强行,6
立刻,6
愚蠢,6
营销,6
恐怖,6
火车,6
通告,6
出具,6
说句,6
心态,6
名义,6
游荡,6
身体,6
养育,6
反抗,6
推行,6
武器,6
垃圾桶,6
斯芬克斯,6
生态环境,6
发达,6
阻碍,6
愤怒,6
中肯,6
成功,6
犯罪分子,6
激化,6
取消,6
偷换概念,6
感受,6
义工,6
早日,6
获取,6
收取,6
运转,6
调查,6
算命,6
战争,6
虐沙,6
贵妃,6
世兰,6
玉宇琼楼,6
老实,6
发狂,6
菜市场,6
装置,6
www,6
争取,6
原先,6
纯纯,6
展现,6
反思,6
昨天,6
带回家,6
救治,6
高度,6
共处,6
出入,6
考证,6
嫌疑,6
诅咒,6
误导,6
野蛮,6
争议,6
片面,6
杀手,6
账号,6
仔细,6
发出,6
眼中,6
公安机关,6
嘴里,6
警方,6
强制措施,6
勇敢,6
老公,6
百度,6
宝宝,6
医药费,6
乱跑,6
医疗,6
入刑,6
憋屈,6
带入,6
暗中,6
观察,6
妥协,6
女孩子,6
白岩松,6
中华,6
放心,6
历史,6
邻居家,6
击毙,6
平民,6
特种兵,6
负面,6
疯狗,6
指令,6
害狗,6
习性,6
害羞,6
接触,6
保镖,6
压根,6
监禁,6
骚扰,6
引导,6
动作,6
默默,6
扭曲,6
列举,6
审美,6
冷血,6
孝子,6
慈善,6
超出,6
办手续,6
喜闻乐见,6
动动,6
话语权,6
善意,6
请勿,6
前款,6
高达,6
资质,6
实名,6
保守,6
住户,6
奶酪,6
综合,6
夏天,6
禁狗,6
年底,6
毒气室,6
常识,6
开支,6
整体,6
满意,6
先说,6
生产队,6
贝林,6
登梗犬,6
计算,6
流氓,6
电动车,6
题主,6
进化,6
祖先,6
数字,6
qq,6
shtml,6
测试,5
医生,5
块钱,5
筛选,5
否认,5
决策,5
bili,5
两句,5
出发,5
弹幕,5
震惊,5
支撑,5
掌握,5
干涉,5
换成,5
鉴定,5
动物园,5
猪肉,5
产物,5
救护站,5
丰富,5
挑战,5
乱窜,5
物品,5
偶然,5
高兴,5
恐怕,5
滑稽,5
条狗,5
功夫,5
养活,5
讲道理,5
兽性,5
阴阳怪气,5
原罪,5
劣质,5
UP,5
毁灭,5
丢失,5
收钱,5
羽澜,5
抓住,5
展示,5
爆发,5
规章,5
县级,5
乡级,5
遵守,5
发抖,5
前期,5
尴尬,5
手里,5
骨子里,5
剩饭,5
艰苦奋斗,5
流动,5
俄罗斯,5
花园,5
屋里,5
意外,5
义务教育,5
家猫,5
睡觉,5
强迫,5
野兽,5
味道,5
群里,5
仓鼠,5
位置,5
难听,5
牙姐,5
沉迷,5
立案,5
风气,5
透明,5
毒药,5
杀戮,5
学学,5
批量,5
违章,5
取缔,5
缴税,5
持证,5
恶劣,5
认养,5
贫困,5
职责,5
老鼠药,5
抬杠,5
生态平衡,5
协助,5
魔幻,5
狗贩子,5
垃圾堆,5
忽略,5
防治,5
指导,5
安排,5
gj,5
规模,5
火腿肠,5
根治,5
面积,5
乱象,5
撕裂,5
两天,5
渠道,5
出发点,5
中文,5
纳税,5
老家,5
妥善处理,5
进步,5
video,5
力气,5
乱棍,5
公共场合,5
合规,5
公序良,5
生态系统,5
滥杀,5
指出,5
怜悯,5
弱势群体,5
整顿,5
挣扎,5
讽刺,5
辛苦,5
公益,5
社会化,5
声明,5
视角,5
抓狗,5
引发,5
发情期,5
否定,5
消费,5
恶毒,5
带走,5
高昂,5
牛肉,5
失职,5
站队,5
权衡,5
阶层,5
领域,5
双方,5
火锅,5
前段时间,5
公告,5
漠视,5
狗东西,5
制止,5
铁链,5
保洁,5
出手,5
段时间,5
放养,5
明知,5
严判,5
周围,5
缺德,5
兴奋,5
请教,5
石化,5
奸商,5
平常,5
太正,5
包块,5
养殖,5
英国,5
活生生,5
听话,5
石头,5
法国,5
互动,5
时期,5
驯养,5
秋田,5
爷爷,5
仿佛,5
成熟,5
家门口,5
成群结队,5
戏子,5
网民,5
名种,5
富裕,5
标签,5
搭理,5
年代,5
宣泄,5
河南,5
出资,5
脆弱,5
高级,5
拯救,5
狗会,5
圈子,5
收割,5
男子,5
巨额,5
真爱宠,5
办事,5
体检,5
恐怖组织,5
福祉,5
尚未,5
公私,5
拘役,5
暴力犯罪,5
患病,5
温暖,5
幸福,5
北京市,5
投票,5
野兔,5
节育,5
发动,5
聚居区,5
咨询,5
花坛,5
空调,5
声称,5
媳妇,5
特点,5
固定,5
收费,5
狗窝,5
违法犯罪,5
仁慈,5
噪音,5
活狗,5
证书,5
频发,5
显著,5
回事,5
守法,5
baidu,5
偏见,5
瓶子,5
征求意见,5
名称,5
高加索,5
供养,5
途径,5
of,5
农民,5
死亡率,5
贪官,5
黑社会,5
征求,5
修建,5
bad,5
磕药,5
广场,5
生长,5
宽容,5
物业费,5
彻底解决,5
敌意,5
实质,5
全额,5
作文,5
sina,5
套路,4
治愈,4
忍受,4
专项,4
伤势,4
体重,4
没脑子,4
挣钱,4
感性,4
庖厨,4
推送,4
众怒,4
惊讶,4
储备,4
见识,4
文案,4
优秀,4
训犬师,4
杀生,4
区分,4
熊猫,4
杀猪,4
绕道,4
警示,4
资产,4
脱单,4
罪名,4
完全正确,4
牵头,4
交换,4
标记,4
野犬,4
补偿,4
说出,4
占领,4
未知,4
妨碍,4
市里,4
狂欢,4
零食,4
场面,4
围攻,4
混淆视听,4
语言,4
灰色,4
相互,4
肥肉,4
嫌弃,4
国情,4
操心,4
详细,4
抓狗队,4
蜘蛛,4
决心,4
费劲,4
售卖,4
总数,4
叔叔,4
罪犯,4
拼命,4
宿舍,4
校园,4
零散,4
优势,4
法规,4
饲料,4
太高,4
确认,4
狗舍,4
干干净净,4
教训,4
开销,4
越重,4
生意,4
脾气,4
迫害,4
权责,4
回老家,4
挪威,4
商场,4
诈骗,4
扫黑,4
扯淡,4
衡量,4
屁话,4
养烈,4
赋予,4
......,4
补贴,4
乖乖,4
污染环境,4
马路,4
东北,4
生育,4
入室,4
领回,4
机械,4
辱骂,4
尝试,4
暴露,4
回收,4
zg,4
消毒,4
包装,4
理想化,4
烂尾楼,4
刻意,4
标题,4
分子,4
项目,4
果酱,4
老婆,4
傲慢,4
网传,4
年轻,4
丫丫,4
辟谣,4
杰克,4
辣条,4
表面,4
缺陷,4
高效,4
正规,4
....,4
猫科动物,4
眼泪,4
ICU,4
粗暴,4
车辆,4
吸引,4
残暴,4
提议,4
弃狗,4
兜底,4
瞬间,4
结束,4
du,4
送养,4
金额,4
病死,4
出口,4
链接,4
引流,4
会养,4
出售,4
挨骂,4
加沙,4
收网,4
延伸,4
中间,4
效仿,4
市政,4
骑车,4
激发,4
闭嘴,4
警告,4
村民,4
外卖,4
心痛,4
倡导,4
改进,4
杏仁核,4
反虐,4
动保法,4
生鲜,4
分摊,4
广告,4
转变,4
入户,4
反噬,4
懂事,4
香蕉,4
淘汰,4
生怕,4
nitianman,4
柠檬,4
百香果,4
甜橙,4
拳师,4
效应,4
耽误,4
主动攻击,4
十万,4
性命,4
增长,4
宰狗,4
屠宰,4
嘴脸,4
速度,4
果断,4
分辨,4
频繁,4
白眼,4
妇女,4
链子,4
偿命,4
枪口,4
嚣张,4
平衡,4
命题,4
粮猫,4
狠狠,4
生理,4
种族,4
妥善,4
缺点,4
参加,4
场合,4
标榜,4
痛恨,4
分拣,4
症状,4
具体情况,4
准确,4
菩萨,4
痊愈,4
身心健康,4
列入,4
加重,4
差点,4
推广,4
单身,4
拳头,4
咬断,4
类型,4
称呼,4
构成,4
心愿,4
护卫,4
屏幕,4
点子,4
高冷,4
屁颠,4
耐心,4
养成,4
色色,4
郊区,4
驾驭,4
强烈,4
节目,4
宝贝,4
抑制,4
城区,4
楼房,4
舒服,4
讲讲,4
众生,4
追星,4
台湾,4
间接,4
心情,4
惨剧,4
消防,4
种子,4
背景,4
现场,4
激动,4
极强,4
句句,4
极高,4
试试,4
介绍,4
慢慢,4
高明,4
餐厅,4
香港,4
眼前,4
傻子,4
正面,4
培训,4
气死,4
倒霉,4
动静,4
安全感,4
黑白,4
喝水,4
犬舍,4
嘲笑,4
苹果,4
动机,4
成龙,4
抨击,4
反映,4
简称,4
意图,4
司机,4
男孩,4
建造,4
出面,4
纠纷,4
销量,4
豪宅,4
搞破坏,4
lgbt,4
配套,4
公共资源,4
运送,4
幼崽,4
触犯,4
圈里,4
血馒头,4
接轨,4
反动,4
发文,4
命运,4
充分,4
学识,4
选择性,4
信徒,4
虚假,4
官员,4
满满,4
安危,4
办事处,4
委员会,4
辖区,4
运输,4
身体健康,4
走失,4
家中,4
老头,4
预测,4
谢邀,4
专家,4
颁布,4
id,4
实干,4
外公,4
猜猜,4
排海,4
嘴炮,4
齐全,4
难受,4
留守,4
关怀,4
危机,4
辩护,4
反击,4
整袋,4
佩服,4
干脆,4
移动,4
金白银,4
设施,4
拍摄,4
禁犬令,4
扼杀,4
激烈,4
生存权,4
发展中国家,4
女子,4
干部,4
停留,4
重拳出击,4
危害性,4
反倒,4
mbd,4
cp,4
家狗,4
名额,4
特定,4
定时,4
灯塔,4
扣留,4
野化,4
活命,4
稻谷,4
定额,4
玉米,4
改造,4
督促,4
通俗,4
土佐犬,4
wolfdog,4
Chow,4
杂交,4
注明,4
实践,4
扣分,4
狗群,4
缺失,4
陷阱,4
阉割,4
忽悠,4
折射,4
严格执法,4
强奸犯,4
周期,4
功劳,4
日子,4
高价,4
主导,4
传染,4
预期,4
考验,4
森林,4
草原,4
王先生,4
生命财产,4
种姓,4
素食,4
长相,4
谄媚,4
祭拜,4
乱丢垃圾,4
颜革,4
动画片,4
池子,4
战士,4
阻断,4
厂子,4
粪便,4
狮子狗,4
网爆,4
捐献,3
先锋,3
新闻报道,3
高中,3
药物,3
抽搐,3
运营,3
体验,3
预算,3
秩序,3
国家级,3
远点,3
狗爹,3
解放军,3
理中客,3
学科,3
糊涂,3
法治,3
发情,3
休息,3
模式,3
气味,3
凸显,3
毕业,3
缓解,3
安慰,3
家犬,3
民兵,3
夜里,3
耗子,3
发作,3
乌龟,3
寂寞,3
嘟嘟,3
主动性,3
敲死,3
溜溜,3
差异,3
心脏病,3
心理变态,3
提升,3
基数,3
交配,3
火灾,3
救狗,3
受益,3
安心,3
作出,3
抽象,3
县城,3
避开,3
丢狗,3
挂失,3
脱贫,3
放屁,3
烟酒,3
重税,3
带动,3
&#,3
心软,3
噱头,3
讲台,3
萌宠,3
市政府,3
统战,3
邪教,3
定性,3
行政,3
分配,3
动力,3
变相,3
交钱,3
夫妻,3
漂亮,3
握手,3
百年,3
南方,3
河北,3
生搬硬套,3
真爱狗,3
成分,3
围堵,3
活埋,3
美丽,3
废物,3
掌控,3
转头,3
夸奖,3
馒头,3
真想,3
默认,3
时限,3
奋斗,3
模糊,3
电信,3
状况,3
绳带,3
偏差,3
财力,3
长时间,3
寻找,3
跳脚,3
狂热,3
直线,3
生育率,3
养爹,3
爹妈,3
两声,3
劝退,3
家庭成员,3
顶级,3
争吵,3
主题,3
善举,3
太少,3
搞错,3
男朋友,3
老哥,3
逃税,3
智慧,3
极端化,3
云南,3
民法典,3
虫子,3
血迹,3
苍蝇,3
口子,3
疤痕,3
商业,3
截止,3
欧美国家,3
赞助,3
星星,3
堕入,3
海底,3
电子,3
独立,3
剧毒,3
针孔,3
清醒,3
保佑,3
干掉,3
实名制,3
出车祸,3
舍狗舍,3
推进,3
北方,3
松鼠,3
减轻,3
鸟类,3
食肉动物,3
资料,3
遇见,3
乐意,3
两方,3
民间,3
非专业,3
两脚,3
保法,3
寝室,3
点燃,3
活物,3
安全带,3
车祸,3
报废,3
口罩,3
巡逻,3
偷换,3
郭嘉,3
报销,3
结局,3
外出,3
手续,3
贩卖,3
逍遥法外,3
矛头,3
发善心,3
老乡,3
犬禁养,3
特征,3
活体,3
公然,3
明年,3
妄图,3
罕见,3
石头砸,3
朴素,3
批评,3
鱼虾,3
定点,3
收税,3
甜辣,3
溜达,3
两点,3
清晰,3
动物界,3
臭虫,3
广深,3
全网,3
bilibili,3
source,3
问号,3
机关,3
突发,3
富士山,3
现代文明,3
犯事,3
灭掉,3
干扰,3
表演,3
攻击力,3
违背,3
投胎,3
轮回,3
局部,3
战胜,3
天然,3
原住民,3
江苏,3
Tayspirit,3
冰舞,3
暗落,3
言语,3
非洲,3
张口,3
完蛋,3
爬行,3
乐山,3
整改,3
乖巧,3
口中,3
祖国,3
描述,3
坏事,3
养鸡,3
出国,3
办公室,3
捕狗,3
回头,3
追查,3
道德感,3
文明城市,3
耗费,3
居民楼,3
全杀,3
批判,3
养法,3
献爱心,3
发挥,3
icu,3
心理准备,3
怒火,3
山西,3
做事,3
西红仕,3
烧死,3
弱肉强食,3
肉质,3
探讨,3
社会治安,3
濒危,3
检验,3
未必,3
母猫,3
统治,3
意志,3
紧急,3
税款,3
履行,3
非黑,3
解读,3
司法,3
all,3
世间,3
Tom,3
爱学,3
粮里,3
目光,3
易伪,3
优越,3
抛开,3
权威,3
鸡肉,3
特殊性,3
成灾,3
选项,3
包裹,3
公安,3
展开,3
领走,3
..,3
闺女,3
迟早,3
热闹,3
白色,3
全身,3
幼童,3
提高警惕,3
乱拉乱,3
泪奔,3
车库,3
弥补,3
认真负责,3
凶狠,3
太惨,3
遛弯,3
太轻,3
终生,3
唐山,3
狗绳,3
木鱼,3
污蔑,3
加油,3
店员,3
追责,3
酒驾,3
心中,3
熟悉,3
报应,3
撒欢,3
山里,3
母老虎,3
排查,3
亲生,3
手脚,3
培养,3
训犬,3
讲完,3
抚慰,3
罪恶,3
城镇,3
受罪,3
室外,3
主说,3
体力,3
矛盾激化,3
定时炸弹,3
棍子,3
脏话,3
密集,3
眼光,3
老狗,3
友善,3
肩高,3
中型,3
评估,3
帅气,3
强制性,3
暴行,3
昆明,3
退休,3
养柯基,3
扑倒,3
终究,3
手中,3
时刻,3
养养,3
农场,3
抢劫,3
扶墙,3
放学,3
紧张,3
两极分化,3
萌萌,3
先养,3
寄养,3
超级,3
纠正,3
