title,time,like,uname,sex,content,ip,rpid,root,senta,senta_prob
该不该捕杀流浪狗？,2023-11-18 05:17:25,8,意志检定,保密,"君子远庖厨，但没说君子不吃饭啊？
你看不下捕杀很正常，人都有恻隐之心。
但你发声阻扰就是蠢了",IP属地：福建,194878214624,194337806016,正向,0.999928296500201
该不该捕杀流浪狗？,2023-11-14 04:08:39,44,燃泪尘天,保密,"人是复杂的，对我来说感性上，不愿意流浪猫狗受伤害见到有食物都会投喂，理性上，我知道如果人人都去喂食不管控，那它会越来越多，总有撑爆的一天。
所以我觉得对于个人，最好的做法就是，平时可以释放自己的爱心，恶人政府来做，然后少bb。",IP属地：江苏,194337806016,0,正向,0.9814818940699688
该不该捕杀流浪狗？,2023-11-14 06:27:16,19,o咸鱼刺身o,保密,经济学最大的漏洞，就是假设理性自然人。,IP属地：云南,194354668096,194318487952,负向,0.7549838999367608
该不该捕杀流浪狗？,2023-11-14 09:41:01,9,两眼相差三百度的柯基,男,回复 @理中客------ :经济学中的理性人假设是绝对理性，一切以收益或者说效用为导向，但现实中人是复杂的，这个假设是极难成立的，因此产生了行为经济学这个学科,IP属地：四川,194375038816,194318487952,正向,0.9326879902576479
该不该捕杀流浪狗？,2023-11-14 00:58:21,32,东志,保密,经济学逻辑的确很简洁明了！不过经济学逻辑是有漏洞的。,IP属地：湖北,194318487952,0,负向,0.9974676044264896
该不该捕杀流浪狗？,2023-11-14 08:52:53,123,愿好色般好学,男,"我感觉重点不在杀不杀流浪狗，因为按视频说法，那么宠物狗就是人的所有物，那么当然可以随主人心意处置，而如今大量流浪狗产生的原因也恰恰是这个想法（觉得可爱就养了，腻了直接扔）。
我很支持up主视频后面的说法，因为要解决这个问题，要么立法对养宠物进行一些限制，要么就让人改变想法。而现在关于人的法律还有一大堆的问题，所以我感觉立法至少现在是不太可行的。这样一看也就呼吁大家爱护小动物，让大家自觉保护，让公德进行约束，比较靠谱了。",IP属地：湖南,194369336064,0,正向,0.8555272761103652
该不该捕杀流浪狗？,2023-11-14 11:35:45,29,是折木同学啊,保密,那先生有何高见[笑哭],IP属地：广东,194391218288,194389474976,正向,0.0
该不该捕杀流浪狗？,2023-11-14 11:56:35,11,凝子介层,保密,主要产权这个词生活中可能有点不常见[笑哭]换成所有权会直白一点，宠物本质上是人所拥有的东西,IP属地：江苏,194394122480,194389474976,正向,0.0
该不该捕杀流浪狗？,2023-11-14 12:22:39,16,想象中的派大星,男,因为猫狗扯不上人权，只有产权,IP属地：福建,194397846544,194389474976,负向,0.8476723450498547
该不该捕杀流浪狗？,2023-11-14 12:32:07,8,锐少君,男,没有主人的猫狗，就是没有保护法保护的野生动物，我没说错吧,IP属地：广东,194399092032,194389474976,负向,0.7072072209240332
该不该捕杀流浪狗？,2023-11-14 13:06:19,51,隔壁村的妙蛙种子,男,宠物没有的权利，本质上就是人的财产，你把别人的衣服刮破了要赔钱和你把别人养的宠物弄伤了要赔钱是一个意思,IP属地：重庆,194403982016,194389474976,负向,0.9372818803870615
该不该捕杀流浪狗？,2023-11-14 14:07:04,8,纵横2035,保密,所以你想往狗权上引？,IP属地：贵州,194412787408,194389474976,负向,0.9618938047596686
该不该捕杀流浪狗？,2023-11-14 22:42:38,8,凝子介层,保密,回复 @糊涂涂的老爷子 :可是产权本来就是法律概念啊……国家之间是没有法律的，就算有那约束力也有限。你得承认，在一个法治国家，一件东西是可以属于一个人的,IP属地：江苏,194447761856,194389474976,负向,0.8467331044547706
该不该捕杀流浪狗？,2023-11-15 03:33:37,6,Poppy是只基,保密,回复 @糊涂涂的老爷子 :产权不存在，你去抢别人的手机，毁坏别人的车，看你要不要赔,IP属地：广东,194469537824,194389474976,负向,0.9965881833067058
该不该捕杀流浪狗？,2023-11-14 11:23:43,45,huntetcxt,保密,总体上说的是没问题的，但是感觉有点硬往产权上去引。,IP属地：广东,194389474976,0,负向,0.9793860407624315
该不该捕杀流浪狗？,2023-11-14 11:23:58,7,龙渊梦刀,男,根源和麻烦都要解决,IP属地：黑龙江,194389486576,194354172000,负向,0.9982330860587894
该不该捕杀流浪狗？,2023-11-14 11:39:13,8,沧浪钓客任公子,男,为什么要重罚，产权可以抛弃，抛弃之后是无主物，随便怎么处置都可以,IP属地：北京,194391588816,194354172000,负向,0.9984535597634903
该不该捕杀流浪狗？,2023-11-14 11:51:10,21,就看看真就看看,保密,回复 @沧浪钓客任公子 :你抛弃产权的前提是你的抛弃行为不会侵害到 n 别人的合法权益和公共利益，抛弃产权是你的自由，但是这也是一个法律行为，实施法律行为也要在法律允许的范围内进行,IP属地：河南,194393387088,194354172000,负向,0.9529603895674974
该不该捕杀流浪狗？,2023-11-14 11:52:36,8,就看看真就看看,保密,回复 @沧浪钓客任公子 :因为你的抛弃行为损害他人和社会的权益 ，那么这个人就要为自己的抛弃行为承担民事法律责任,IP属地：河南,194393686960,194354172000,负向,0.9964624393556676
该不该捕杀流浪狗？,2023-11-14 12:14:33,7,爷傲__奈我何_,保密,也有野生猫狗啊，又不是猫狗天生都是有主人的,IP属地：江苏,194396599152,194354172000,负向,0.9963984788460074
该不该捕杀流浪狗？,2023-11-14 12:17:49,10,西瓜撞奶盖,女,"重罚遗弃，你得先证明是遗弃。要证明是遗弃，就得证明宠物有主。证明的方法，就得在养的时候像给孩子落户口一样办证，买粮看病买玩具都得绑定猫狗证号。你愿意么？
假设愿意，那么你如何区分我是主动遗弃还是它们走丢了？猫狗死了我扔尸体算不算遗弃？大病不治导致死亡算不算遗弃？不喂食给饿死算不算遗弃？还要设个宠物法医做鉴定么？
如果遗弃就重罚，结果是大量社会资源被浪费。为了不被罚根本不办证，黑户猫狗遍地都是，惹了祸就扔，甚至自己弄死。",IP属地：辽宁,194397209488,194354172000,负向,0.9989258518560291
该不该捕杀流浪狗？,2023-11-14 13:29:58,9,清风一两-,男,回复 @爷傲__奈我何_ :野狗，野猫和流浪猫狗都不是一个物种，你要说那些流浪猫狗的后代那确实没有过主人，但是那归根结底还是因为人类弃养出来的,IP属地：四川,194407399504,194354172000,负向,0.742247928116555
该不该捕杀流浪狗？,2023-11-14 06:21:20,242,微小尘anna,保密,流浪猫狗归根结底是人类弃养造的孽，应该严格管理，重罚遗弃宠物的人,IP属地：山东,194354172000,0,负向,0.9996645135808748
该不该捕杀流浪狗？,2023-11-13 15:22:25,13,爱哭丶阿木木,男,"但是人类社会就是以人为主。
你所说的狮子，熊猫人们不能养。是因为他的产权人是属于国家的。或者属于动物园的。
除人以外的所有生存都没有人权。
如果你觉得其他生物也有权力，是和人类平等的。
那么你吃猪肉的时候，就已经是犯了杀猪罪。你应该被抓起来。因为你无权吃其他生命。
所以别傻了，人类社会就是以人为主。人类就是这个社会的主体。这个社会一切东西都得为人类服务。",IP属地：江苏,194288837824,194277701840,负向,0.9998548679444355
该不该捕杀流浪狗？,2023-11-13 16:00:37,15,十则围之_朱狷,保密,"为什么单独见到流浪狗就得学会绕道？流浪狗的产生本来就不是自然产物，捕杀属于人为控制措施。人为产生，人为灭杀，合理。如果真的爱护流浪狗，那就应该像up说的，去给它找养主。
狮子大象熊猫不会有产权也不能捕杀，是因为第一它们是珍惜野生动物，第二它们在那里并不是人为造成的。",IP属地：江苏,194294134688,194277701840,正向,0.9735887479970167
该不该捕杀流浪狗？,2023-11-13 16:12:05,11,温酒斩崋誊,男,你说这么多，还是不愿意给流浪猫狗一个家，就是说说而已,IP属地：陕西,194295500944,194277701840,正向,0.6657771259643432
该不该捕杀流浪狗？,2023-11-13 16:19:31,7,柠檬味汽水y,保密,我是很同意up说的，我养了一只流浪猫，也在践行我的理念，我觉得我比起那些只会喊口号的人强多了，他们在自我感动，而我在脚踏实地,IP属地：广东,194296512768,194277701840,正向,0.9997791733983945
该不该捕杀流浪狗？,2023-11-13 16:50:33,12,一条诚诚,保密,"不是字多就是对，有人享受了宠物带来的情绪价值，但是并不想承担宠物带来责任。
如：半夜发情吵闹捕猎嘶吼影响休息，不小心抓伤人或者咬伤（不要说什么你不惹它怎么针对你这废话，看到比自己弱小的事物自动进入捕猎模式），几百上千的疫苗费用，排泄物处理，气味清理，意外事故户体处理，怎么处理？这些谁承担？",IP属地：广西,194299787984,194277701840,负向,0.9958313582104878
该不该捕杀流浪狗？,2023-11-13 17:13:30,6,知名飞行物,保密,要是大象和流浪猫狗一样多你看杀不杀，前一阵还有悬赏泛滥野猪的新闻,IP属地：辽宁,194301728400,194277701840,正向,0.8448211736897804
该不该捕杀流浪狗？,2023-11-13 19:53:43,8,怨天尤人的蒂莫希,女,"回复 @木子直心 :谁去教流浪狗离人远点儿？教育费谁出？你出吗？
谁去给狗打疫苗？疫苗费谁出？你出吗？
农村野狗多，众所周知，狗从狼驯化而来，有真正意义上的野狗？城市里的还是乡下来的？有数据吗？
你能够保证流浪狗百分百不伤人吗？你能现在就拿出一套成本更低的维护方案吗？说的好听，设立救护站，那谁出钱造救护站？谁出力管救护站？员工的工资谁来掏？政府的钱来自人民纳的税，你不能拿我们纳的税给那些养狗的买单，up说得对，自由的边界是别人的自由，你的爱心泛滥就要挤压别人的自由空间，但人跟其他动物来讲，永远都是人权第一，而且我们也没有任何理由为他们的不义之为买单。
你可以不赞同捕杀流浪动物，但是当下来讲，没有任何正当理由能让其停止。
这就是现有的最好解决办法。
还有很多人不需要宠物，他们为什么要去领养，去徒增负担？领养也只是养狗的人自产自销罢了，但狗每天都在生小狗，那这些流浪狗又要等到何时才能被完全领养呢？幻想的解决方案，那是脱离实际的，只会让你与现实背道而驰，这并不能解决现实的问题。",IP属地：河南,194308400368,194277701840,负向,0.9619080843707941
该不该捕杀流浪狗？,2023-11-13 14:08:13,43,木子直心,男,怎么说呢，人是大自然的其中一部分，我们人不可能拥有大自然的所有权。。。。我不能因为有钱，甚至有爱心就可以有狮子老虎大熊猫的产权。。而人之所以为人，除了能够生产工具，具有一定思考，更重要是拥有丰富的感情。和谐社会不是一味的驱赶和捕杀。大象过境会踩踏我们种的粮食，但我们只能警示告诫他们绕道，或者给农作物做好保护，而不是去捕杀大象。。。碰到流浪狗，我们人（是指所有人，更特指以我们人作为代表的政府部门）应该驱赶他们不要在人们生活圈生活；如果它们要共存，就必须注射疫苗，甚至和人类建立基本的沟通或者共识。共识的意思不单单指动物，还包括人类。明知道有狗在吃东西就不要去试探他会不会护食会不会咬我，单独见到流浪狗就学会绕道，别去挑战谁跑得快或者谁打架厉害。而不是一味去捕杀流浪狗。因为不是所有流浪狗都会攻击人类的。同样道理，未犯罪的人不能视为潜在犯人，更不能说你犯罪未遂。,IP属地：广东,194277701840,0,正向,0.9047446133122321
该不该捕杀流浪狗？,2023-11-13 23:39:34,124,ll_O_o_ll,保密,明星的话，那么大的资产，开个流浪猫狗收容所很简单吧？他们为什么不做？[吃瓜],IP属地：江苏,194313464880,0,负向,0.9993347429004658
该不该捕杀流浪狗？,2023-11-20 08:08:39,6,崔萊,男,回复 @是勇乐大帝 : 不要把个例当普遍,IP属地：广东,195183141088,194393259488,正向,0.0
该不该捕杀流浪狗？,2023-11-21 13:06:55,13,-古月阴荒-,保密,回复 @是勇乐大帝 :做了又咋了？做了就可以道德绑架其他人了？😅😅😅子贡赎人的故事听过没有？你可以不要奖励，但这不是你要求其他人不要奖励的理由,IP属地：陕西,195361070752,194393259488,负向,0.9994737006409338
该不该捕杀流浪狗？,2023-11-14 11:50:28,70,老乌的超人,保密,又不花钱，又能凸显自己爱心的事，何乐而不为呢？[脱单doge],IP属地：四川,194393259488,0,负向,0.8233013831447948
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 01:49:14,8,徐丶森森森,保密,这种人毫无人性了,IP属地：江西,191358191248,191355210384,负向,0.9960477369155214
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:04:20,6,采宫又奈,女,太逆天了真的,IP属地：英国,191359553712,191355210384,负向,0.5396140662117261
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:05:05,11,远见卓识i,保密,死道友不死贫道了属于是,IP属地：河北,191359602688,191355210384,负向,0.94185930538519
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:09:37,24,张撸子,保密,希望他的家人能在这100多例中,IP属地：山东,191359968352,191355210384,正向,0.49244410315907317
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:28:07,6,无可奈何花落去11,男,这是100多条人命啊,IP属地：辽宁,191361765296,191355210384,正向,0.0
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:49:35,16,唏嘘轨迹如幻,男,网左这种人慷他人之慨罢了，别人死活与他无关，但通过发言彰显他的道德就显得尤为重要，哪怕伤害到别人的利益。,IP属地：广东,191363834608,191355210384,负向,0.801297664456186
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-29 10:12:09,6,双面病娇,男,他家出个10例该多好，他就知道10例也不少了[笑哭],IP属地：浙江,192104012576,191355210384,正向,0.9983967962898355
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 01:14:12,274,zaima_123,保密,一百多例已经很低了，哈哈哈哈哈，为啥他那么确信这一百多例里不可能会出现自己或自己家人？,IP属地：广东,191355210384,0,正向,0.9964932982360324
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-28 02:38:10,12,脱缰野猫neko,男,回复 @说说析构函数 :欧洲很多国家都要植芯片,IP属地：日本,191898740384,191362332816,正向,0.9993617354752651
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-28 08:43:53,8,脱缰野猫neko,男,回复 @说说析构函数 :植入芯片花的是狗主人的钱啊，为啥要纳税人付,IP属地：日本,191942897680,191362332816,负向,0.9981597156074855
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:34:02,296,bjopqaja,保密,以前户的很多言论我都不敢苟同，但是这期真的太对了,IP属地：黑龙江,191362332816,0,正向,0.9992559743808087
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 03:49:17,27,小遥仔丶,保密,其实狗不想养了，丢了不如直接卖给狗肉馆，为啥大部分人选择丢了而不是卖狗肉馆，是因为伪善，明明不想要了，也不愿意承担杀害狗狗的罪名，自欺欺人狗狗流浪也能过好，也可能会遇到好心人，但是如果流浪狗会被直接捕杀，那丢狗和直接杀狗或者卖到狗肉馆，根本没有区别，可能会让丢狗的人更慎重一点,IP属地：浙江,191370265792,191363967616,负向,0.998471070063971
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 03:59:23,6,YIRIMUYANG,男,有一个前提，扑杀流浪狗是为了所有人的安全，所以说用公共财政支出那是完全正确的行为。但是如果官方搞一大套流程和系统，什么捕捉领养，集体饲养流浪狗只会消耗更多的公共财政支出。可是这只是为了满足一小撮人的喜好而已，而不是为了所有人的利益。当然了。如果广大爱狗人士愿意联系人大通过议案，自然就不存在这方面的问题了[墨镜],IP属地：贵州,191371253616,191363967616,负向,0.8014820500223507
实名支持捕杀流浪狗，畜生的优先级永远在人后面,2023-10-24 02:51:18,132,课题组老头,保密,如果不健全宠物领养相关的法律，流浪动物永远捕杀不完。比如我大学期间，朋友的舍友养狗养猫，毕业之后就扔了，还要装作很负责的样子，网上找人领养，说要好好对它[歪嘴],IP属地：山西,191363967616,0,正向,0.9619498968307134
