question_title,answer_url,author_name,author_url,author_ip,fans_count,created_time,updated_time,comment_count,voteup_count,content,senta,senta_prob
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3259226972,崔二,https://www.zhihu.com/people/cui-er-22-37,IP 属地天津,12353,2023-10-21T15:01:29.000Z,2023-10-21T15:01:29.000Z,9,228,听其言，观其行。他呼吁个啥？有那个工夫，花点租金，在各主要城市给流浪狗租个房啊？那狗流浪了也不止一天两天了，吃不饱穿不暖的，你咋不管呢？现在打狗，你怎么就突然心疼了？狗掀门帘子，光靠嘴。,负向,-0.996810833631354
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3269816591,自带BUFF的Agonie,https://www.zhihu.com/people/zi-dai-buffde-agonie,IP 属地江苏,17,2023-10-30T02:48:10.000Z,2023-10-30T02:48:10.000Z,11,162,"我实在想象不出来对自己同类都无法做到共情和善良的人,居然会对畜生善良",负向,-0.9998362726964274
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3263291358,乐山大伯爵,https://www.zhihu.com/people/ji-du-shan-bo-jue-33-97,IP 属地河北,169,2023-10-25T00:09:21.000Z,2023-10-25T23:35:42.000Z,0,157,对受害女孩不闻不问，对流浪狗哭爹喊娘。他们不是为善良和蹭热度，而是为了别有用心的目的。看看他们整齐划一的文案和配图，说没有组织我是不信的。,负向,-0.999697410067931
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3261752919,好好看点书,https://www.zhihu.com/people/shen-zhen-ying-53,IP 属地上海,130,2023-10-23T16:09:54.000Z,2023-10-23T16:09:54.000Z,6,156,呼吁杨迪携全国爱狗人士，在全国各地成立流浪狗之家，如果没有时间，我可以代劳跑腿，你们出钱就行。,负向,-0.9778541243576662
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3259893194,路人甲,https://www.zhihu.com/people/lu-ren-jia-90-28-47,IP 属地河北,493,2023-10-22T07:27:06.000Z,2023-10-22T07:27:06.000Z,12,145,真邪性，人都要和狗争权利了，看来真是吃的太饱了，饿三天这些人绝对跳出来支持吃狗肉,正向,0.7775062712952021
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3261898756,天宸之央,https://www.zhihu.com/people/tian-chen-zhi-yang,IP 属地江苏,70,2023-10-24T00:12:24.000Z,2023-10-24T00:12:24.000Z,5,133,不说别的，巴以冲突发声了吗？没有的一律归为以色列忠犬转移热度,负向,-0.9998462854883172
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3266779319,yvonnebaby,https://www.zhihu.com/people/yuan-yuan-10-37,IP 属地浙江,23,2023-10-27T07:58:49.000Z,2023-10-31T03:46:24.000Z,17,129,蹭热度，小女孩被狗咬进icu，沈月暗搓搓发布狗狗yes，小朋友no，真的很难评,负向,-0.9930610991721842
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260243456,no god please no,https://www.zhihu.com/people/no-god-please-no,IP 属地辽宁,59,2023-10-22T13:33:16.000Z,2023-11-10T13:32:46.000Z,1,129,惠而不费的发声，谁都会。世界和平谁都会喊。真正出钱治理流浪狗了不说话了。政府出面安排捕捉收容，处死流浪狗了，开始是支持流浪狗了。好名声你拿了，坏名声给别人了，真是好算计已经快20天了，有说收养的吗，有说准备成立基金会帮助的吗？,正向,0.7669552985273427
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3263159207,IN小,https://www.zhihu.com/people/inxiao,IP 属地湖北,687,2023-10-24T16:35:29.000Z,2023-10-24T16:35:29.000Z,2,117,但凡呼吁保护流浪狗但是自己却不收养流浪狗的，都是为了热度，或者是哗众取宠，跟善良没有任何关系~相信我，不会错~,负向,-0.9995689855381008
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3261233312,晓晓龙雨,https://www.zhihu.com/people/wang-zhao-lin-35-91,IP 属地北京,480,2023-10-23T08:21:06.000Z,2023-10-23T08:21:06.000Z,5,115,只要是在女童被狗咬伤事件之后站出来，不替人发言，而替狗发言的，都只能说是丧失了基本人性。还是要补上那张经典的图:,负向,-0.999369899143204
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3267239394,朴神人,https://www.zhihu.com/people/po-shen-ren,IP 属地福建,871,2023-10-27T14:59:39.000Z,2023-10-27T14:59:39.000Z,2,112,这个时候当初唐山打人案时，微博铺天盖地喊girl help girl的人莫名其妙的就不见了许多。,负向,-0.9993946870461414
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3261212329,知乎用户,https://www.zhihu.com/people/,IP属地未知,25781,2023-10-23T08:07:20.000Z,2023-11-11T16:35:54.000Z,14,93,听说这几位发声的明星每人向流浪狗收容机构捐了450万元不差钱的大佬薛之谦直接捐了900万元大家赶紧去他们的微博求证、点赞、奔走相告去一定要让全世界都知道他们的善举,正向,0.965447787815762
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260132196,知乎用户,https://www.zhihu.com/people/,IP属地未知,3501,2023-10-22T11:40:50.000Z,2023-10-22T11:40:50.000Z,3,91,像是杨迪、盛祝涛这种权贵，真的有能力把得罪了他们的狗的人弄死，或许还会为被打死的狗举行祭祀典礼，却绝不会去共情那些被狗咬死的老人和孩子。而且，他们真的有能力去影响狗的不被拘束的、凌驾于老人和孩子的安全之上的自由权。2018年08月23日，上海市青浦区，爱狗人士张某在遛狗时，因未拴狗绳，狗扑咬邻居周某，与周某发生纠纷。爱狗人士张某，当场将周某的父亲打死。2018年11月16日，浙江温州，一条流浪狗在市区乱窜，咬伤多人。至17日上午，已有73名市民被流浪狗咬伤。至17日中午，人民医院接收伤员45人，六虹桥中医院接收伤员17人，南白象社区服务中心接收伤员11人。2021年04月22日，重庆市奉节县，一名小学生在上学途中，被狗咬死。2021年05月03日，重庆，一条德牧因咬人而被警方击毙。05月12日，重庆民众为德牧举行祭奠仪式并献花。2021年05月05日，湖南怀化，中方县泸阳镇一名老人遭到一只流浪狗袭击，身上多处受伤。2021年06月16日，江苏常州，金坛区虹桥菜市场附近11人被狗咬伤。伤者中有儿童。2021年06月20日，河南信阳，浉河区东方红大道怡和摩尔城门口，十多人被一条黄色的狗咬伤。2021年07月02日，安徽蚌埠，徽州宴盛祝涛的妻子邹某遛狗时，未拴狗绳，狗扑咬邻居邵某某的女儿。随后，二人发生争执、撕打，邵某某报警。警方到达现场后，邹某恐吓邵某某，“敢动我的狗，我给你孩子弄死”，“我干了几个徽州宴嘞”，“砸几千万我都赔得起”，“还没我的狗值钱嘞”。,负向,-0.9991688657526724
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260545313,梅尔的尾巴,https://www.zhihu.com/people/sanqianwei,IP 属地天津,108,2023-10-23T00:05:21.000Z,2023-10-23T00:05:21.000Z,2,72,我呼吁明星及时足额地交税，不收取高额片酬不洗钱。你们这些明星支持吗？要不要也出来呼吁一下？,负向,-0.9994021948880416
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260132247,热心市民玉爷,https://www.zhihu.com/people/duo-wen-83-94,IP 属地上海,1274,2023-10-22T11:40:57.000Z,2023-10-22T11:40:57.000Z,0,68,怒气冲冲的打开问题看了一圈回答心满意足的离开破乎用户在这个问题下面大多还都是懂事理的,负向,-0.9993738319963086
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260909606,A爱掀桌子的乌鸦,https://www.zhihu.com/people/jiu-yue-shuang-han,IP 属地湖南,1609,2023-10-23T04:15:44.000Z,2023-10-23T04:30:58.000Z,7,63,首先声明，我是爱狗人士！比珍珠还真的那种。我呼吁娱乐圈的爱狗爱心人士，包括并不限于金像奖影后刘雅瑟小姐们把自己豪华别墅，在北上广深的高档小区大平层，学区房腾出来改为狗舍，出资在全国创建流浪，流浪狗收容所！我也觉得我们的环境对猫猫狗狗不太有利，毕竟美国的空气比较香甜，环境优美利于猫猫狗狗们的身心健康！所以我呼吁娱乐圈至纯至善，至真至美的爱狗爱心人士为猫猫狗狗们办绿卡，甚至入籍欧美等发达国家，欧美爱狗爱心人士更多，也对猫猫狗狗们更友善！出资兴建全球医疗条件最先进的宠物医院，宠物学校……每天给猫猫狗狗们喂鱼子酱，喝82年拉菲，吃神户牛肉，三文鱼刺身……爱它，就给它们最好的！爱心人士，你听懂了吗？！,正向,0.9873411814658084
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3261256742,鹿鹿路西法大人,https://www.zhihu.com/people/naron-35,IP 属地湖北,3348,2023-10-23T08:36:45.000Z,2023-10-23T18:20:19.000Z,7,62,以色列炸巴勒斯坦，大量平民伤亡，儿童妇女尸体遍地，他们没说过一句话；俄乌战争，两边死伤无数，他们没有说过一句话。这就证明了他们根本不善良。而流浪狗扑杀，他们发声，是因为他们之中的很多人和宠物资本有直接利益关系。流浪狗扑杀掉，狗粮销量可以少一大块，所以他们呼吁停止扑杀，要开收容所；强制牵狗绳，强制实行宠物身份登记，芯片植入，会提高养狗门槛，会造成宠物、宠物粮，宠物用品销量大幅缩水，所以他们闭口不谈这些应该做的措施。热度，热度值几个钱？宠物资本的力量很强大，最典型的例子就是：大家眼中“好看，聪明”的猫狗，往往拥有脆弱的肠胃，必须吃猫粮狗粮以及各种其他宠物营养品，不然分分钟拉肚子+营养不良以及掉毛，甚至直接嘎掉。你对脆弱种类的宠物的喜爱，就是宠物资本运作的结果。如果都养肠胃皮实啥都能吃的本土黄狗雀猫，宠物粮根本卖不出去，更别说各种营养品零食。所以宠物资本出现之前，世界各地的人选育猫狗的时候，都是本着“筛选出皮实抗病的品种，淘汰掉脆弱的品种”的原则，例如我们的土黄狗，本地猫种。但宠物资本出现后，资本会通过运作扭转人们的审美，让人们觉得脆弱种“高级，优雅”，以求淘汰掉优势种。所以这件事的逻辑链是这样的：宠物资本：希望流浪猫狗被政府出资收容，并用狗粮猫粮无限期喂养，最好让它们在收容所自由繁育。这样宠物资本可以通过竞标，成为收容所猫狗粮以及动物用品的指定供应商，获得巨额利润。流量明星：成为宠物资本的宣传机器，负责煽动民意，以求部分实现宠物资本的愿望。底层百姓中的一部分：受流量明星以及大数据偏向性推送的影响，认为自己的“呼吁”是进步，是文明，是至高无上道德的体现，通过极端主张（迫使政府无限收容）来使自己获得道德感的满足。,正向,0.990046062109533
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3261328867,建健键,https://www.zhihu.com/people/he-yu-jian-37,IP 属地广东,138,2023-10-23T09:25:01.000Z,2023-10-23T09:25:01.000Z,0,58,但凡去到医院口嗨一下说小女孩的医药费用全包我都相信它们是善良,负向,-0.9996094488717162
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3259883482,知乎用户,https://www.zhihu.com/people/,IP属地未知,369,2023-10-22T07:17:00.000Z,2023-10-22T07:17:00.000Z,11,55,难评,负向,-0.999521551105957
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260677276,Knight,https://www.zhihu.com/people/knight-62-12,IP 属地重庆,32,2023-10-23T01:48:08.000Z,2023-10-23T01:48:08.000Z,2,50,爱狗人士太心善了，太有爱心了。我看中国数以千万的流浪狗，爱狗人士咋不接回家啊？我也是爱狗肉人士，我先表个态。我愿意每个月接三斤狗肉回家，就算吃不了埋土里也能养花肥土。,负向,-0.3041220893089758
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3260804751,绪先,https://www.zhihu.com/people/yu-sheng-wo-men-yiqi-lang,IP 属地湖北,62,2023-10-23T03:06:35.000Z,2023-10-23T03:06:35.000Z,4,44,虐狗者：为了满足自己内心，向狗发泄负面情绪爱狗者：为了满足自己内心，向虐狗者发泄负面情绪官方捕杀：为了人民的安全建议官方做一个狗牌，写上爱狗人士的联系方式，爱狗人士交押金买狗牌。爱狗这把这个狗牌挂给流浪狗，这个流浪狗咬人就由这个爱狗人士负责。然后带狗牌的流浪狗官方不得捕杀。,负向,-0.850600341135177
明星接二连三呼吁保护流浪狗，是真的善良还是为了热度？,https://www.zhihu.com/question/627176243/answer/3259935879,仔仔,https://www.zhihu.com/people/wu-xiao-yan-32-9,IP 属地广东,20535,2023-10-22T08:11:08.000Z,2023-10-22T08:11:42.000Z,2,43,高贵的208其实根本不在乎流浪猫狗也从不会为了流浪猫狗出一份力，或者出一分钱。最简单的，按一下转发，为了流浪猫狗的领养转发一条信息，以自身的热度来宣传可以让流浪猫狗有个家避免流浪。你见过他们真的做过这种事情吗？但是为什么现在集体发声呢？因为他们知道，你很难反驳他们所谓的“为流浪猫狗发声”。一旦你真的反驳，你就是没爱心，太残忍冷血他们不想错过这个站在道德高地，对全体国人开炮的好机会。他们的目的根本不是流浪猫狗，是为了合理的去攻击国人，而且攻击完国人后还不需要道歉负责他们内心只有喷国人又不需要道歉的爽快，和对自己善良勇敢的崇拜，极端自恋事后他们依然对流浪猫狗不闻不问不出钱不出力，但是下一次，有这种机会，他们还是第一个跳出来“发声”，为了指责国人而跳出来看看这歌词，一边用ye狗来骂人没文化、极端自恋、出口成脏、仇视国人，却幻想自己在拯救他人，这就是208的普遍心态,负向,-0.9997832294534844
